t [yr], r [pc]
923724.50, 54.60
923847.20, 54.60
923969.90, 54.61
924092.60, 54.61
924215.30, 54.61
924338.00, 54.61
924460.69, 54.62
924583.39, 54.62
924706.09, 54.62
924828.79, 54.62
924951.49, 54.62
925074.19, 54.63
925196.89, 54.63
925319.59, 54.63
925442.28, 54.63
925564.98, 54.64
925687.68, 54.64
925810.38, 54.64
925933.08, 54.64
926055.78, 54.64
926178.48, 54.65
926301.18, 54.65
926423.87, 54.65
926546.57, 54.65
926669.27, 54.65
926791.97, 54.66
926914.67, 54.66
927037.37, 54.66
927160.07, 54.66
927282.77, 54.67
927405.46, 54.67
927528.16, 54.67
927650.86, 54.67
927773.56, 54.67
927896.26, 54.68
928018.96, 54.68
928141.66, 54.68
928264.36, 54.68
928387.05, 54.69
928509.75, 54.69
928632.45, 54.69
928755.15, 54.69
928877.85, 54.69
929000.55, 54.70
929123.25, 54.70
929245.94, 54.70
929368.64, 54.70
929491.34, 54.70
929614.04, 54.71
929736.74, 54.71
929859.44, 54.71
929982.14, 54.71
930104.84, 54.72
930227.53, 54.72
930350.23, 54.72
930472.93, 54.72
930595.63, 54.72
930718.33, 54.73
930841.03, 54.73
930963.73, 54.73
931086.43, 54.73
931209.12, 54.74
931331.82, 54.74
931454.52, 54.74
931577.22, 54.74
931699.92, 54.74
931822.62, 54.75
931945.32, 54.75
932068.02, 54.75
932190.71, 54.75
932313.41, 54.75
932436.11, 54.76
932558.81, 54.76
932681.51, 54.76
932804.21, 54.76
932926.91, 54.77
933049.61, 54.77
933172.30, 54.77
933295.00, 54.77
933417.70, 54.77
933540.40, 54.78
933663.10, 54.78
933785.80, 54.78
933908.50, 54.78
934031.20, 54.79
934153.89, 54.79
934276.59, 54.79
934399.29, 54.79
934521.99, 54.79
934644.69, 54.80
934767.39, 54.80
934890.09, 54.80
935012.78, 54.80
935135.48, 54.80
935258.18, 54.81
935380.88, 54.81
935503.58, 54.81
935626.28, 54.81
935748.98, 54.82
935871.68, 54.82
935994.37, 54.82
936117.07, 54.82
936239.77, 54.82
936362.47, 54.83
936485.17, 54.83
936607.87, 54.83
936730.57, 54.83
936853.27, 54.84
936975.96, 54.84
937098.66, 54.84
937221.36, 54.84
937344.06, 54.84
937466.76, 54.85
937589.46, 54.85
937712.16, 54.85
937834.86, 54.85
937957.55, 54.85
938080.25, 54.86
938202.95, 54.86
938325.65, 54.86
938448.35, 54.86
938571.05, 54.87
938693.75, 54.87
938816.45, 54.87
938939.14, 54.87
939061.84, 54.87
939184.54, 54.88
939307.24, 54.88
939429.94, 54.88
939552.64, 54.88
939675.34, 54.88
939798.03, 54.89
939920.73, 54.89
940043.43, 54.89
940166.13, 54.89
940288.83, 54.90
940411.53, 54.90
940534.23, 54.90
940656.93, 54.90
940779.62, 54.90
940902.32, 54.91
941025.02, 54.91
941147.72, 54.91
941270.42, 54.91
941393.12, 54.91
941515.82, 54.92
941638.52, 54.92
941761.21, 54.92
941883.91, 54.92
942006.61, 54.93
942129.31, 54.93
942252.01, 54.93
942374.71, 54.93
942497.41, 54.93
942620.11, 54.94
942742.80, 54.94
942865.50, 54.94
942988.20, 54.94
943110.90, 54.94
943233.60, 54.95
943356.30, 54.95
943479.00, 54.95
943601.70, 54.95
943724.39, 54.96
943847.09, 54.96
943969.79, 54.96
944092.49, 54.96
944215.19, 54.96
944337.89, 54.97
944460.59, 54.97
944583.28, 54.97
944705.98, 54.97
944828.68, 54.98
944951.38, 54.98
945074.08, 54.98
945196.78, 54.98
945319.48, 54.98
945442.18, 54.99
945564.87, 54.99
945687.57, 54.99
945810.27, 54.99
945932.97, 54.99
946055.67, 55.00
946178.37, 55.00
946301.07, 55.00
946423.77, 55.00
946546.46, 55.01
946669.16, 55.01
946791.86, 55.01
946914.56, 55.01
947037.26, 55.01
947159.96, 55.02
947282.66, 55.02
947405.36, 55.02
947528.05, 55.02
947650.75, 55.02
947773.45, 55.03
947896.15, 55.03
948018.85, 55.03
948141.55, 55.03
948264.25, 55.04
948386.95, 55.04
948509.64, 55.04
948632.34, 55.04
948755.04, 55.04
948877.74, 55.05
949000.44, 55.05
949123.14, 55.05
949245.84, 55.05
949368.54, 55.05
949491.23, 55.06
949613.93, 55.06
949736.63, 55.06
949859.33, 55.06
949982.03, 55.07
950104.73, 55.07
950227.43, 55.07
950350.12, 55.07
950472.82, 55.07
950595.52, 55.08
950718.22, 55.08
950840.92, 55.08
950963.62, 55.08
951086.32, 55.08
951209.02, 55.09
951331.71, 55.09
951454.41, 55.09
951577.11, 55.09
951699.81, 55.10
951822.51, 55.10
951945.21, 55.10
952067.91, 55.10
952190.61, 55.10
952313.30, 55.11
952436.00, 55.11
952558.70, 55.11
952681.40, 55.11
952804.10, 55.11
952926.80, 55.12
953049.50, 55.12
953172.20, 55.12
953294.89, 55.12
953417.59, 55.12
953540.29, 55.13
953662.99, 55.13
953785.69, 55.13
953908.39, 55.13
954031.09, 55.14
954153.79, 55.14
954276.48, 55.14
954399.18, 55.14
954521.88, 55.14
954644.58, 55.15
954767.28, 55.15
954889.98, 55.15
955012.68, 55.15
955135.37, 55.15
955258.07, 55.16
955380.77, 55.16
955503.47, 55.16
955626.17, 55.16
955748.87, 55.17
955871.57, 55.17
955994.27, 55.17
956116.96, 55.17
956239.66, 55.17
956362.36, 55.18
956485.06, 55.18
956607.76, 55.18
956730.46, 55.18
956853.16, 55.18
956975.86, 55.19
957098.55, 55.19
957221.25, 55.19
957343.95, 55.19
957466.65, 55.20
957589.35, 55.20
957712.05, 55.20
957834.75, 55.20
957957.45, 55.20
958080.14, 55.21
958202.84, 55.21
958325.54, 55.21
958448.24, 55.21
958570.94, 55.21
958693.64, 55.22
958816.34, 55.22
958939.04, 55.22
959061.73, 55.22
959184.43, 55.23
959307.13, 55.23
959429.83, 55.23
959552.53, 55.23
959675.23, 55.23
959797.93, 55.24
959920.62, 55.24
960043.32, 55.24
960166.02, 55.24
960288.72, 55.24
960411.42, 55.25
960534.12, 55.25
960656.82, 55.25
960779.52, 55.25
960902.21, 55.25
961024.91, 55.26
961147.61, 55.26
961270.31, 55.26
961393.01, 55.26
961515.71, 55.27
961638.41, 55.27
961761.11, 55.27
961883.80, 55.27
962006.50, 55.27
962129.20, 55.28
962251.90, 55.28
962374.60, 55.28
962497.30, 55.28
962620.00, 55.28
962742.70, 55.29
962865.39, 55.29
962988.09, 55.29
963110.79, 55.29
963233.49, 55.30
963356.19, 55.30
963478.89, 55.30
963601.59, 55.30
963724.29, 55.30
963846.98, 55.31
963969.68, 55.31
964092.38, 55.31
964215.08, 55.31
964337.78, 55.31
964460.48, 55.32
964583.18, 55.32
964705.88, 55.32
964828.57, 55.32
964951.27, 55.32
965073.97, 55.33
965196.67, 55.33
965319.37, 55.33
965442.07, 55.33
965564.77, 55.34
965687.46, 55.34
965810.16, 55.34
965932.86, 55.34
966055.56, 55.34
966178.26, 55.35
966300.96, 55.35
966423.66, 55.35
966546.36, 55.35
966669.05, 55.35
966791.75, 55.36
966914.45, 55.36
967037.15, 55.36
967159.85, 55.36
967282.55, 55.36
967405.25, 55.37
967527.95, 55.37
967650.64, 55.37
967773.34, 55.37
967896.04, 55.38
968018.74, 55.38
968141.44, 55.38
968264.14, 55.38
968386.84, 55.38
968509.54, 55.39
968632.23, 55.39
968754.93, 55.39
968877.63, 55.39
969000.33, 55.39
969123.03, 55.40
969245.73, 55.40
969368.43, 55.40
969491.13, 55.40
969613.82, 55.41
969736.52, 55.41
969859.22, 55.41
969981.92, 55.41
970104.62, 55.41
970227.32, 55.42
970350.02, 55.42
970472.71, 55.42
970595.41, 55.42
970718.11, 55.42
970840.81, 55.43
970963.51, 55.43
971086.21, 55.43
971208.91, 55.43
971331.61, 55.43
971454.30, 55.44
971577.00, 55.44
971699.70, 55.44
971822.40, 55.44
971945.10, 55.45
972067.80, 55.45
972190.50, 55.45
972313.20, 55.45
972435.89, 55.45
972558.59, 55.46
972681.29, 55.46
972803.99, 55.46
972926.69, 55.46
973049.39, 55.46
973172.09, 55.47
973294.79, 55.47
973417.48, 55.47
973540.18, 55.47
973662.88, 55.47
973785.58, 55.48
973908.28, 55.48
974030.98, 55.48
974153.68, 55.48
974276.38, 55.49
974399.07, 55.49
974521.77, 55.49
974644.47, 55.49
974767.17, 55.49
974889.87, 55.50
975012.57, 55.50
975135.27, 55.50
975257.96, 55.50
975380.66, 55.50
975503.36, 55.51
975626.06, 55.51
975748.76, 55.51
975871.46, 55.51
975994.16, 55.51
976116.86, 55.52
976239.55, 55.52
976362.25, 55.52
976484.95, 55.52
976607.65, 55.53
976730.35, 55.53
976853.05, 55.53
976975.75, 55.53
977098.45, 55.53
977221.14, 55.54
977343.84, 55.54
977466.54, 55.54
977589.24, 55.54
977711.94, 55.54
977834.64, 55.55
977957.34, 55.55
978080.04, 55.55
978202.73, 55.55
978325.43, 55.55
978448.13, 55.56
978570.83, 55.56
978693.53, 55.56
978816.23, 55.56
978938.93, 55.56
979061.63, 55.57
979184.32, 55.57
979307.02, 55.57
979429.72, 55.57
979552.42, 55.58
979675.12, 55.58
979797.82, 55.58
979920.52, 55.58
980043.22, 55.58
980165.91, 55.59
980288.61, 55.59
980411.31, 55.59
980534.01, 55.59
980656.71, 55.59
980779.41, 55.60
980902.11, 55.60
981024.80, 55.60
981147.50, 55.60
981270.20, 55.60
981392.90, 55.61
981515.60, 55.61
981638.30, 55.61
981761.00, 55.61
981883.70, 55.62
982006.39, 55.62
982129.09, 55.62
982251.79, 55.62
982374.49, 55.62
982497.19, 55.63
982619.89, 55.63
982742.59, 55.63
982865.29, 55.63
982987.98, 55.63
983110.68, 55.64
983233.38, 55.64
983356.08, 55.64
983478.78, 55.64
983601.48, 55.64
983724.18, 55.65
983846.88, 55.65
983969.57, 55.65
984092.27, 55.65
984214.97, 55.65
984337.67, 55.66
984460.37, 55.66
984583.07, 55.66
984705.77, 55.66
984828.47, 55.67
984951.16, 55.67
985073.86, 55.67
985196.56, 55.67
985319.26, 55.67
985441.96, 55.68
985564.66, 55.68
985687.36, 55.68
985810.05, 55.68
985932.75, 55.68
986055.45, 55.69
986178.15, 55.69
986300.85, 55.69
986423.55, 55.69
986546.25, 55.69
986668.95, 55.70
986791.64, 55.70
986914.34, 55.70
987037.04, 55.70
987159.74, 55.70
987282.44, 55.71
987405.14, 55.71
987527.84, 55.71
987650.54, 55.71
987773.23, 55.72
987895.93, 55.72
988018.63, 55.72
988141.33, 55.72
988264.03, 55.72
988386.73, 55.73
988509.43, 55.73
988632.13, 55.73
988754.82, 55.73
988877.52, 55.73
989000.22, 55.74
989122.92, 55.74
989245.62, 55.74
989368.32, 55.74
989491.02, 55.74
989613.72, 55.75
989736.41, 55.75
989859.11, 55.75
989981.81, 55.75
990104.51, 55.75
990227.21, 55.76
990349.91, 55.76
990472.61, 55.76
990595.30, 55.76
990718.00, 55.77
990840.70, 55.77
990963.40, 55.77
991086.10, 55.77
991208.80, 55.77
991331.50, 55.78
991454.20, 55.78
991576.89, 55.78
991699.59, 55.78
991822.29, 55.78
991944.99, 55.79
992067.69, 55.79
992190.39, 55.79
992313.09, 55.79
992435.79, 55.79
992558.48, 55.80
992681.18, 55.80
992803.88, 55.80
992926.58, 55.80
993049.28, 55.80
993171.98, 55.81
993294.68, 55.81
993417.38, 55.81
993540.07, 55.81
993662.77, 55.82
993785.47, 55.82
993908.17, 55.82
994030.87, 55.82
994153.57, 55.82
994276.27, 55.83
994398.97, 55.83
994521.66, 55.83
994644.36, 55.83
994767.06, 55.83
994889.76, 55.84
995012.46, 55.84
995135.16, 55.84
995257.86, 55.84
995380.56, 55.84
995503.25, 55.85
995625.95, 55.85
995748.65, 55.85
995871.35, 55.85
995994.05, 55.85
996116.75, 55.86
996239.45, 55.86
996362.14, 55.86
996484.84, 55.86
996607.54, 55.86
996730.24, 55.87
996852.94, 55.87
996975.64, 55.87
997098.34, 55.87
997221.04, 55.88
997343.73, 55.88
997466.43, 55.88
997589.13, 55.88
997711.83, 55.88
997834.53, 55.89
997957.23, 55.89
998079.93, 55.89
998202.63, 55.89
998325.32, 55.89
998448.02, 55.90
998570.72, 55.90
998693.42, 55.90
998816.12, 55.90
998938.82, 55.90
999061.52, 55.91
999184.22, 55.91
999306.91, 55.91
999429.61, 55.91
999552.31, 55.91
999675.01, 55.92
999797.71, 55.92
999920.41, 55.92
1000043.11, 55.92
1000165.81, 55.92
1000288.50, 55.93
1000411.20, 55.93
1000533.90, 55.93
1000656.60, 55.93
1000779.30, 55.94
1000902.00, 55.94
1001024.70, 55.94
1001147.39, 55.94
1001270.09, 55.94
1001392.79, 55.95
1001515.49, 55.95
1001638.19, 55.95
1001760.89, 55.95
1001883.59, 55.95
1002006.29, 55.96
1002128.98, 55.96
1002251.68, 55.96
1002374.38, 55.96
1002497.08, 55.96
1002619.78, 55.97
1002742.48, 55.97
1002865.18, 55.97
1002987.88, 55.97
1003110.57, 55.97
1003233.27, 55.98
1003355.97, 55.98
1003478.67, 55.98
1003601.37, 55.98
1003724.07, 55.98
1003846.77, 55.99
1003969.47, 55.99
1004092.16, 55.99
1004214.86, 55.99
1004337.56, 55.99
1004460.26, 56.00
1004582.96, 56.00
1004705.66, 56.00
1004828.36, 56.00
1004951.06, 56.01
1005073.75, 56.01
1005196.45, 56.01
1005319.15, 56.01
1005441.85, 56.01
1005564.55, 56.02
1005687.25, 56.02
1005809.95, 56.02
1005932.64, 56.02
1006055.34, 56.02
1006178.04, 56.03
1006300.74, 56.03
1006423.44, 56.03
1006546.14, 56.03
1006668.84, 56.03
1006791.54, 56.04
1006914.23, 56.04
1007036.93, 56.04
1007159.63, 56.04
1007282.33, 56.04
1007405.03, 56.05
1007527.73, 56.05
1007650.43, 56.05
1007773.13, 56.05
1007895.82, 56.05
1008018.52, 56.06
1008141.22, 56.06
1008263.92, 56.06
1008386.62, 56.06
1008509.32, 56.06
1008632.02, 56.07
1008754.72, 56.07
1008877.41, 56.07
1009000.11, 56.07
1009122.81, 56.07
1009245.51, 56.08
1009368.21, 56.08
1009490.91, 56.08
1009613.61, 56.08
1009736.31, 56.09
1009859.00, 56.09
1009981.70, 56.09
1010104.40, 56.09
1010227.10, 56.09
1010349.80, 56.10
1010472.50, 56.10
1010595.20, 56.10
1010717.90, 56.10
1010840.59, 56.10
1010963.29, 56.11
1011085.99, 56.11
1011208.69, 56.11
1011331.39, 56.11
1011454.09, 56.11
1011576.79, 56.12
1011699.48, 56.12
1011822.18, 56.12
1011944.88, 56.12
1012067.58, 56.12
1012190.28, 56.13
1012312.98, 56.13
1012435.68, 56.13
1012558.38, 56.13
1012681.07, 56.13
1012803.77, 56.14
1012926.47, 56.14
1013049.17, 56.14
1013171.87, 56.14
1013294.57, 56.14
1013417.27, 56.15
1013539.97, 56.15
1013662.66, 56.15
1013785.36, 56.15
1013908.06, 56.15
1014030.76, 56.16
1014153.46, 56.16
1014276.16, 56.16
1014398.86, 56.16
1014521.56, 56.17
1014644.25, 56.17
1014766.95, 56.17
1014889.65, 56.17
1015012.35, 56.17
1015135.05, 56.18
1015257.75, 56.18
1015380.45, 56.18
1015503.15, 56.18
1015625.84, 56.18
1015748.54, 56.19
1015871.24, 56.19
1015993.94, 56.19
1016116.64, 56.19
1016239.34, 56.19
1016362.04, 56.20
1016484.73, 56.20
1016607.43, 56.20
1016730.13, 56.20
1016852.83, 56.20
1016975.53, 56.21
1017098.23, 56.21
1017220.93, 56.21
1017343.63, 56.21
1017466.32, 56.21
1017589.02, 56.22
1017711.72, 56.22
1017834.42, 56.22
1017957.12, 56.22
1018079.82, 56.22
1018202.52, 56.23
1018325.22, 56.23
1018447.91, 56.23
1018570.61, 56.23
1018693.31, 56.23
1018816.01, 56.24
1018938.71, 56.24
1019061.41, 56.24
1019184.11, 56.24
1019306.81, 56.24
1019429.50, 56.25
1019552.20, 56.25
1019674.90, 56.25
1019797.60, 56.25
1019920.30, 56.25
1020043.00, 56.26
1020165.70, 56.26
1020288.40, 56.26
1020411.09, 56.26
1020533.79, 56.26
1020656.49, 56.27
1020779.19, 56.27
1020901.89, 56.27
1021024.59, 56.27
1021147.29, 56.28
1021269.98, 56.28
1021392.68, 56.28
1021515.38, 56.28
1021638.08, 56.28
1021760.78, 56.29
1021883.48, 56.29
1022006.18, 56.29
1022128.88, 56.29
1022251.57, 56.29
1022374.27, 56.30
1022496.97, 56.30
1022619.67, 56.30
1022742.37, 56.30
1022865.07, 56.30
1022987.77, 56.31
1023110.47, 56.31
1023233.16, 56.31
1023355.86, 56.31
1023478.56, 56.31
1023601.26, 56.32
1023723.96, 56.32
1023846.66, 56.32
1023969.36, 56.32
1024092.06, 56.32
1024214.75, 56.33
1024337.45, 56.33
1024460.15, 56.33
1024582.85, 56.33
1024705.55, 56.33
1024828.25, 56.34
1024950.95, 56.34
1025073.65, 56.34
1025196.34, 56.34
1025319.04, 56.34
1025441.74, 56.35
1025564.44, 56.35
1025687.14, 56.35
1025809.84, 56.35
1025932.54, 56.35
1026055.24, 56.36
1026177.93, 56.36
1026300.63, 56.36
1026423.33, 56.36
1026546.03, 56.36
1026668.73, 56.37
1026791.43, 56.37
1026914.13, 56.37
1027036.82, 56.37
1027159.52, 56.37
1027282.22, 56.38
1027404.92, 56.38
1027527.62, 56.38
1027650.32, 56.38
1027773.02, 56.38
1027895.72, 56.39
1028018.41, 56.39
1028141.11, 56.39
1028263.81, 56.39
1028386.51, 56.39
1028509.21, 56.40
1028631.91, 56.40
1028754.61, 56.40
1028877.31, 56.40
1029000.00, 56.40
1029122.70, 56.41
1029245.40, 56.41
1029368.10, 56.41
1029490.80, 56.41
1029613.50, 56.42
1029736.20, 56.42
1029858.90, 56.42
1029981.59, 56.42
1030104.29, 56.42
1030226.99, 56.43
1030349.69, 56.43
1030472.39, 56.43
1030595.09, 56.43
1030717.79, 56.43
1030840.49, 56.44
1030963.18, 56.44
1031085.88, 56.44
1031208.58, 56.44
1031331.28, 56.44
1031453.98, 56.45
1031576.68, 56.45
1031699.38, 56.45
1031822.07, 56.45
1031944.77, 56.45
1032067.47, 56.46
1032190.17, 56.46
1032312.87, 56.46
1032435.57, 56.46
1032558.27, 56.46
1032680.97, 56.47
1032803.66, 56.47
1032926.36, 56.47
1033049.06, 56.47
1033171.76, 56.47
1033294.46, 56.48
1033417.16, 56.48
1033539.86, 56.48
1033662.56, 56.48
1033785.25, 56.48
1033907.95, 56.49
1034030.65, 56.49
1034153.35, 56.49
1034276.05, 56.49
1034398.75, 56.49
1034521.45, 56.50
1034644.15, 56.50
1034766.84, 56.50
1034889.54, 56.50
1035012.24, 56.50
1035134.94, 56.51
1035257.64, 56.51
1035380.34, 56.51
1035503.04, 56.51
1035625.74, 56.51
1035748.43, 56.52
1035871.13, 56.52
1035993.83, 56.52
1036116.53, 56.52
1036239.23, 56.52
1036361.93, 56.53
1036484.63, 56.53
1036607.32, 56.53
1036730.02, 56.53
1036852.72, 56.53
1036975.42, 56.54
1037098.12, 56.54
1037220.82, 56.54
1037343.52, 56.54
1037466.22, 56.54
1037588.91, 56.55
1037711.61, 56.55
1037834.31, 56.55
1037957.01, 56.55
1038079.71, 56.55
1038202.41, 56.56
1038325.11, 56.56
1038447.81, 56.56
1038570.50, 56.56
1038693.20, 56.56
1038815.90, 56.57
1038938.60, 56.57
1039061.30, 56.57
1039184.00, 56.57
1039306.70, 56.57
1039429.40, 56.58
1039552.09, 56.58
1039674.79, 56.58
1039797.49, 56.58
1039920.19, 56.58
1040042.89, 56.59
1040165.59, 56.59
1040288.29, 56.59
1040410.99, 56.59
1040533.68, 56.59
1040656.38, 56.60
1040779.08, 56.60
1040901.78, 56.60
1041024.48, 56.60
1041147.18, 56.60
1041269.88, 56.61
1041392.58, 56.61
1041515.27, 56.61
1041637.97, 56.61
1041760.67, 56.61
1041883.37, 56.62
1042006.07, 56.62
1042128.77, 56.62
1042251.47, 56.62
1042374.16, 56.62
1042496.86, 56.63
1042619.56, 56.63
1042742.26, 56.63
1042864.96, 56.63
1042987.66, 56.63
1043110.36, 56.64
1043233.06, 56.64
1043355.75, 56.64
1043478.45, 56.64
1043601.15, 56.64
1043723.85, 56.65
1043846.55, 56.65
1043969.25, 56.65
1044091.95, 56.65
1044214.65, 56.65
1044337.34, 56.66
1044460.04, 56.66
1044582.74, 56.66
1044705.44, 56.66
1044828.14, 56.66
1044950.84, 56.67
1045073.54, 56.67
1045196.24, 56.67
1045318.93, 56.67
1045441.63, 56.67
1045564.33, 56.68
1045687.03, 56.68
1045809.73, 56.68
1045932.43, 56.68
1046055.13, 56.68
1046177.83, 56.69
1046300.52, 56.69
1046423.22, 56.69
1046545.92, 56.69
1046668.62, 56.69
1046791.32, 56.70
1046914.02, 56.70
1047036.72, 56.70
1047159.41, 56.70
1047282.11, 56.70
1047404.81, 56.71
1047527.51, 56.71
1047650.21, 56.71
1047772.91, 56.71
1047895.61, 56.71
1048018.31, 56.72
1048141.00, 56.72
1048263.70, 56.72
1048386.40, 56.72
1048509.10, 56.72
1048631.80, 56.73
1048754.50, 56.73
1048877.20, 56.73
1048999.90, 56.73
1049122.59, 56.73
1049245.29, 56.74
1049367.99, 56.74
1049490.69, 56.74
1049613.39, 56.74
1049736.09, 56.74
1049858.79, 56.75
1049981.49, 56.75
1050104.18, 56.75
1050226.88, 56.75
1050349.58, 56.75
1050472.28, 56.76
1050594.98, 56.76
1050717.68, 56.76
1050840.38, 56.76
1050963.08, 56.76
1051085.77, 56.77
1051208.47, 56.77
1051331.17, 56.77
1051453.87, 56.77
1051576.57, 56.77
1051699.27, 56.78
1051821.97, 56.78
1051944.66, 56.78
1052067.36, 56.78
1052190.06, 56.78
1052312.76, 56.79
1052435.46, 56.79
1052558.16, 56.79
1052680.86, 56.79
1052803.56, 56.79
1052926.25, 56.80
1053048.95, 56.80
1053171.65, 56.80
1053294.35, 56.80
1053417.05, 56.80
1053539.75, 56.81
1053662.45, 56.81
1053785.15, 56.81
1053907.84, 56.81
1054030.54, 56.81
1054153.24, 56.82
1054275.94, 56.82
1054398.64, 56.82
1054521.34, 56.82
1054644.04, 56.82
1054766.74, 56.83
1054889.43, 56.83
1055012.13, 56.83
1055134.83, 56.83
1055257.53, 56.83
1055380.23, 56.84
1055502.93, 56.84
1055625.63, 56.84
1055748.33, 56.84
1055871.02, 56.84
1055993.72, 56.85
1056116.42, 56.85
1056239.12, 56.85
1056361.82, 56.85
1056484.52, 56.85
1056607.22, 56.86
1056729.92, 56.86
1056852.61, 56.86
1056975.31, 56.86
1057098.01, 56.86
1057220.71, 56.87
1057343.41, 56.87
1057466.11, 56.87
1057588.81, 56.87
1057711.50, 56.87
1057834.20, 56.88
1057956.90, 56.88
1058079.60, 56.88
1058202.30, 56.88
1058325.00, 56.88
1058447.70, 56.89
1058570.40, 56.89
1058693.09, 56.89
1058815.79, 56.89
1058938.49, 56.89
1059061.19, 56.90
1059183.89, 56.90
1059306.59, 56.90
1059429.29, 56.90
1059551.99, 56.90
1059674.68, 56.91
1059797.38, 56.91
1059920.08, 56.91
1060042.78, 56.91
1060165.48, 56.91
1060288.18, 56.92
1060410.88, 56.92
1060533.58, 56.92
1060656.27, 56.92
1060778.97, 56.92
1060901.67, 56.93
1061024.37, 56.93
1061147.07, 56.93
1061269.77, 56.93
1061392.47, 56.93
1061515.17, 56.94
1061637.86, 56.94
1061760.56, 56.94
1061883.26, 56.94
1062005.96, 56.94
1062128.66, 56.95
1062251.36, 56.95
1062374.06, 56.95
1062496.75, 56.95
1062619.45, 56.95
1062742.15, 56.96
1062864.85, 56.96
1062987.55, 56.96
1063110.25, 56.96
1063232.95, 56.96
1063355.65, 56.97
1063478.34, 56.97
1063601.04, 56.97
1063723.74, 56.97
1063846.44, 56.97
1063969.14, 56.97
1064091.84, 56.98
1064214.54, 56.98
1064337.24, 56.98
1064459.93, 56.98
1064582.63, 56.98
1064705.33, 56.99
1064828.03, 56.99
1064950.73, 56.99
1065073.43, 56.99
1065196.13, 56.99
1065318.83, 57.00
1065441.52, 57.00
1065564.22, 57.00
1065686.92, 57.00
1065809.62, 57.00
1065932.32, 57.01
1066055.02, 57.01
1066177.72, 57.01
1066300.42, 57.01
1066423.11, 57.01
1066545.81, 57.02
1066668.51, 57.02
1066791.21, 57.02
1066913.91, 57.02
1067036.61, 57.02
1067159.31, 57.03
1067282.00, 57.03
1067404.70, 57.03
1067527.40, 57.03
1067650.10, 57.03
1067772.80, 57.04
1067895.50, 57.04
1068018.20, 57.04
1068140.90, 57.04
1068263.59, 57.04
1068386.29, 57.05
1068508.99, 57.05
1068631.69, 57.05
1068754.39, 57.05
1068877.09, 57.05
1068999.79, 57.06
1069122.49, 57.06
1069245.18, 57.06
1069367.88, 57.06
1069490.58, 57.06
1069613.28, 57.07
1069735.98, 57.07
1069858.68, 57.07
1069981.38, 57.07
1070104.08, 57.07
1070226.77, 57.08
1070349.47, 57.08
1070472.17, 57.08
1070594.87, 57.08
1070717.57, 57.08
1070840.27, 57.09
1070962.97, 57.09
1071085.67, 57.09
1071208.36, 57.09
1071331.06, 57.09
1071453.76, 57.10
1071576.46, 57.10
1071699.16, 57.10
1071821.86, 57.10
1071944.56, 57.10
1072067.26, 57.10
1072189.95, 57.11
1072312.65, 57.11
1072435.35, 57.11
1072558.05, 57.11
1072680.75, 57.11
1072803.45, 57.12
1072926.15, 57.12
1073048.84, 57.12
1073171.54, 57.12
1073294.24, 57.12
1073416.94, 57.13
1073539.64, 57.13
1073662.34, 57.13
1073785.04, 57.13
1073907.74, 57.13
1074030.43, 57.14
1074153.13, 57.14
1074275.83, 57.14
1074398.53, 57.14
1074521.23, 57.14
1074643.93, 57.15
1074766.63, 57.15
1074889.33, 57.15
1075012.02, 57.15
1075134.72, 57.15
1075257.42, 57.16
1075380.12, 57.16
1075502.82, 57.16
1075625.52, 57.16
1075748.22, 57.16
1075870.92, 57.17
1075993.61, 57.17
1076116.31, 57.17
1076239.01, 57.17
1076361.71, 57.17
1076484.41, 57.18
1076607.11, 57.18
1076729.81, 57.18
1076852.51, 57.18
1076975.20, 57.18
1077097.90, 57.19
1077220.60, 57.19
1077343.30, 57.19
1077466.00, 57.19
1077588.70, 57.19
1077711.40, 57.20
1077834.09, 57.20
1077956.79, 57.20
1078079.49, 57.20
1078202.19, 57.20
1078324.89, 57.21
1078447.59, 57.21
1078570.29, 57.21
1078692.99, 57.21
1078815.68, 57.21
1078938.38, 57.21
1079061.08, 57.22
1079183.78, 57.22
1079306.48, 57.22
1079429.18, 57.22
1079551.88, 57.22
1079674.58, 57.23
1079797.27, 57.23
1079919.97, 57.23
1080042.67, 57.23
1080165.37, 57.23
1080288.07, 57.24
1080410.77, 57.24
1080533.47, 57.24
1080656.17, 57.24
1080778.86, 57.24
1080901.56, 57.25
1081024.26, 57.25
1081146.96, 57.25
1081269.66, 57.25
1081392.36, 57.25
1081515.06, 57.26
1081637.76, 57.26
1081760.45, 57.26
1081883.15, 57.26
1082005.85, 57.26
1082128.55, 57.27
1082251.25, 57.27
1082373.95, 57.27
1082496.65, 57.27
1082619.34, 57.27
1082742.04, 57.28
1082864.74, 57.28
1082987.44, 57.28
1083110.14, 57.28
1083232.84, 57.28
1083355.54, 57.29
1083478.24, 57.29
1083600.93, 57.29
1083723.63, 57.29
1083846.33, 57.29
1083969.03, 57.29
1084091.73, 57.30
1084214.43, 57.30
1084337.13, 57.30
1084459.83, 57.30
1084582.52, 57.30
1084705.22, 57.31
1084827.92, 57.31
1084950.62, 57.31
1085073.32, 57.31
1085196.02, 57.31
1085318.72, 57.32
1085441.42, 57.32
1085564.11, 57.32
1085686.81, 57.32
1085809.51, 57.32
1085932.21, 57.33
1086054.91, 57.33
1086177.61, 57.33
1086300.31, 57.33
1086423.01, 57.33
1086545.70, 57.34
