Handmade catalog of Pulsars outside SNRs from the ATNF
#, NAME, P0 (s), P1
278, J0824+0028, dsm+13, 0.0098613486703673, 10, mgf+19, 1.46890E-19, 20, mgf+19 
279, B0823+26, cls68, 0.53066051169, 3, hlk+04, 1.70932E-15, 9, hlk+04 
280, B0826-34, mlt+78, 1.84891880365, 11, hlk+04, 9.963E-16, 5, hlk+04 

281, J0831-4406, kbm+03, 0.311673518473, 11, kbm+03, 1.279E-15, 6, kbm+03 
282, J0834-4159, kbm+03, 0.1211177592649, 18, psj+19, 4.280876E-15, 3, psj+19 
283, J0835-3707, mlc+01, 0.541404373627, 15, mlc+01, 9.778E-15, 9, mlc+01 
284, J0836-4233, bbb+12, 0.73843560627, 4, bsb+19, 1.320E-15, 4, bsb+19 
285, B0834+06, phbc68, 1.2737682915785, 7, hlk+04, 6.799219E-15, 5, hlk+04 

286, J0837-2454, bbj+11, 0.62941024, 2, pbh+21, 3.490E-13, 2, pbh+21 
287, B0835-41, lvw68, 0.7516254225474, 12, jbv+19, 3.53848E-15, 4, jbv+19 
288, J0838-2621, bjd+06, 0.3085806621443, 20, bjd+06, 0.0390E-15, 3, bjd+06 
289, J0838-3947, mlc+01, 1.7039457055, 9, mlc+01, 8.1E-16, 32, mlc+01 
290, B0839-53, mlt+78, 0.720613772491, 16, lbs+20, 1.6378E-15, 6, lbs+20 

291, B0840-48, mlt+78, 0.6443536203, 4, lbs+20, 9.5596E-15, 4, lbs+20 
292, J0843-5022, ebvb01, 0.2089556931527, 14, ebvb01, 1.7238E-16, 14, ebvb01 
293, B0844-35, mlt+78, 1.116098408825, 10, jbv+19, 1.6044E-15, 13, jbv+19 
294, J0847-4316, mll+06, 5.9774927370, 7, mlk+09, 119.94E-15, 2, mlk+09 
295, J0849-6322, ebvb01, 0.367953256307, 5, ebvb01, 7.908E-16, 5, ebvb01 

296, B0841+80, dtws85, 1.60222797387, 4, hlk+04, 4.463E-16, 3, hlk+04 
297, J0854+5449, gac+21, 1.2330326022910, 10, gac+21, 3.122E-16, 3, gac+21 
298, B0853-33, mlt+78, 1.267535702756, 5, hlk+04, 6.32095E-15, 3, hlk+04 
299, J0855-4658, kbm+03, 0.57507238258, 4, kbm+03, 1.362E-14, 2, kbm+03 
300, B0855-61, mlt+78, 0.96251061056, 3, lbs+20, 1.680E-15, 8, lbs+20 

301, J0857+3349, scb+19, 0.242961077060, 4, mbc+20, 2.4E-16, 1, mbc+20 
302, J0857-4424, lml+98, 0.32678622125, 5, psj+19, 2.09462E-14, 11, psj+19 
303, J0900-3144, bjd+06, 0.0111096493380938, 6, dcl+16, 4.8880E-20, 11, dcl+16 
304, J0901-4624, mlc+01, 0.441995130786, 14, mlc+01, 8.7494E-14, 8, mlc+01 
305, B0901-63, mlt+78, 0.6603133715, 2, nmc81, 1.07E-16, 9, nmc81 

306, B0903-42, mlt+78, 0.96517329497, 3, lbs+20, 1.8769E-15, 9, lbs+20 
307, B0904-74, mlt+78, 0.54955367881, 3, lbs+20, 4.6141E-16, 13, lbs+20 
308, J0905-4536, mld+96, 0.9882805974, 2, dsb+98, 1.49E-16, 3, dsb+98 
309, J0905-5127, mld+96, 0.346301152944, 3, psj+19, 2.48630E-14, 8, psj+19 
310, J0905-6019, bbb+12, 0.340854176542, 8, bbb+12, 0.5220E-15, 3, bbb+12 

311, B0905-51, mlt+78, 0.25355772533, 5, lbs+20, 1.834957E-15, 20, lbs+20 
312, B0906-17, mlt+78, 0.40162562344216, 18, hlk+04, 6.695000E-16, 17, hlk+04 
313, B0909-71, mlt+78, 1.362890350697, 8, lbs+20, 3.273E-16, 4, lbs+20 
314, J0912-3851, bbj+11, 1.526085076, 3, bbb+12, 3.59E-15, 5, bbb+12 
315, J0919-6040, bbb+12, 1.2169757230, 6, bbb+12, 0.01E-15, 2, bbb+12 

316, J0921-5202, mlb+12, 0.009679813614785, 8, lkf+21, 1.7E-20, 1, lkf+21 
317, B0917+63, dtws85, 1.567994018480, 4, hlk+04, 3.60812E-15, 4, hlk+04 
318, B0919+06, mlt+78, 0.430627098928, 17, spl13, 1.37294E-14, 10, spl13 
319, J0922-4949, mlc+01, 0.950288537028, 8, mlc+01, 9.7569E-14, 4, mlc+01 
320, B0922-52, mlt+78, 0.746338052448, 12, lbs+20, 3.5332E-14, 6, lbs+20 

321, B0923-58, mlt+78, 0.73950547000, 3, lbs+20, 4.92253E-15, 11, lbs+20 
322, J0925+6103, mzl+23, 0.005982512892605, 6, mzl+23, 1.614E-20, 15, mzl+23 
323, J0927+2345, rtj+96, 0.76188923605, 9, bfrs18, 3.05E-16, 4, bfrs18 
324, J0930-2301, kmk+18, 1.80706867799, 8, kmk+18, 3.362E-15, 7, kmk+18 
325, J0931-1902, abb+15, 0.004638029391429419, 20, aab+21a, 3.6285E-21, 13, aab+21a 

326, J0932-3217, ebvb01, 1.93162674308, 19, ebvb01, 2.50E-16, 15, ebvb01 
327, J0932-5327, lfl+06, 4.3921587127, 6, lfl+06, 8.37E-15, 8, lfl+06 
328, J0934-4154, ebvb01, 0.570409236430, 14, ebvb01, 2.69E-16, 3, ebvb01 
329, B0932-52, mlt+78, 1.444777140820, 17, lbs+20, 4.65273E-15, 7, lbs+20 
330, J0940-5428, mlc+01, 0.087545204308, 4, mlc+01, 3.28683E-14, 10, mlc+01 

331, J0941-5244, mld+96, 0.65855761432, 1, dsb+98, 1.1379E-15, 2, dsb+98 
332, B0940-55, wvl69, 0.664388681376, 14, lbs+20, 2.26780E-14, 9, lbs+20 
333, B0941-56, mlt+78, 0.808164371415, 14, jbv+19, 3.96051E-14, 14, jbv+19 
334, B0940+16, mlt+78, 1.087417728071, 10, hlk+04, 9.109E-17, 8, hlk+04 
335, J0943+2253, tdk+93, 0.5329747057409, 9, bfrs18, 8.98312E-17, 20, bfrs18 

336, B0942-13, mlt+78, 0.5702641245619, 4, hlk+04, 4.5256E-17, 3, hlk+04 
337, J0944+4106, slr+14, 2.22943126698, 5, lsk+18, 4.421E-15, 3, lsk+18 
338, J0945-4833, kbm+03, 0.3315855987755, 18, kbm+03, 4.8291E-15, 6, kbm+03 
339, B0943+10, vazs69, 1.09770570486, 7, hlk+04, 3.49339E-15, 20, hlk+04 
340, J0947+2740, rtj+96, 0.85101380329, 6, bfrs18, 4.30E-16, 3, bfrs18 

341, J0949-6902, bbb+12, 0.64001572416, 1, bbb+12, 0.6370E-15, 5, bbb+12 
342, J0952-0607, bph+17, 0.00141379835502312, 12, ncb+19, 4.773E-21, 8, ncb+19 
343, B0950-38, mlt+78, 1.3738151214, 5, nmc81, 5.8E-16, 3, nmc81 
344, B0950+08, phbc68, 0.2530651649482, 9, hlk+04, 2.29758E-16, 3, hlk+04 
345, J0954-5430, mlc+01, 0.47285055917, 5, psj+19, 4.39032E-14, 12, psj+19 

346, B0953-52, mlt+78, 0.86212201059, 3, lbs+20, 3.525389E-15, 8, lbs+20 
347, J0955-6150, ckr+15, 0.0019993604927577, 3, saa+23, 1.4260E-20, 3, saa+23 
348, J0957-5432, mlc+01, 0.203556697536, 6, mlc+01, 1.947E-15, 4, mlc+01 
349, B0957-47, mlt+78, 0.67008587, 3, lbs+20, 8.47E-17, 5, lbs+20 
350, J1000-5149, kbm+03, 0.2556770984252, 20, kbm+03, 9.595E-16, 6, kbm+03 

351, B0959-54, wvl69, 1.436630853525, 19, lbs+20, 5.15822E-14, 15, lbs+20 
352, J1001-5559, mlc+01, 1.66117674023, 4, mlc+01, 8.60E-16, 4, mlc+01 
353, J1001-5939, lfl+06, 7.7336402649, 8, lfl+06, 5.99E-14, 3, lfl+06 
354, J1002-5559, mlc+01, 0.7775009067, 3, mlc+01, 1.57E-15, 19, mlc+01 
355, J1002-5919, ncb+15, 0.7134892535, 6, ncb+15, 104E-18, 10, ncb+15 

356, B1001-47, mlt+78, 0.307074219235, 3, lbs+20, 2.071222E-15, 9, lbs+20 
357, J1006-6311, lml+98, 0.8357974680, 2, dsb+98, 5.73E-16, 3, dsb+98 
358, B1010-23, mlt+78, 2.51794502050, 4, hlk+04, 8.809E-16, 4, hlk+04 
359, J1012+5307, nll+95, 0.00525574902131628, 5, aab+21a, 1.71270E-20, 5, aab+21a 
360, J1012-5830, kbm+03, 2.1335912144, 3, kbm+03, 3.765E-14, 6, kbm+03 

361, B1011-58, jlm+92, 0.819926244934, 7, lbs+20, 1.779646E-14, 3, lbs+20 
362, J1013-5934, kbm+03, 0.4429009363721, 20, lbs+20, 5.56474E-16, 8, lbs+20 
363, J1015-5719, kbm+03, 0.139881677595, 4, kbm+03, 5.73680E-14, 12, kbm+03 
364, B1014-53, mlt+78, 0.769585866948, 12, lbs+20, 1.92672E-15, 4, lbs+20 
365, J1016-5819, mlc+01, 0.0878342610773, 6, psj+19, 6.98783E-16, 11, psj+19 

366, J1017+3011, scb+19, 0.4527850730, 2, tbc+20, 0.57E-15, 3, tbc+20 
367, B1015-56, mlt+78, 0.5034626204677, 18, jbv+19, 3.1398E-15, 3, jbv+19 
368, J1017-7156, kjb+12, 0.002338514440402662, 5, rsc+21, 2.21387E-21, 6, rsc+21 
369, J1018-1523, spp+23, 0.0831525352235, 3, spp+23, 1.093E-19, 6, spp+23 
370, B1016-16, dtws85, 1.804694945768, 10, hlk+04, 1.74219E-15, 10, hlk+04 

371, J1019-5749, kbm+03, 0.162505749412, 5, saa+23, 2.005742E-14, 14, saa+23 
372, J1020-5921, kbm+03, 1.23830534423, 11, kbm+03, 4.047E-14, 8, kbm+03 
373, J1020-6026, lfl+06, 0.1404812898086, 10, psj+19, 6.73794E-15, 10, psj+19 
374, J1021-5601, hfs+04, 0.67002629761, 14, hfs+04, 5.3E-17, 6, hfs+04 
375, J1022+1001, cnst96, 0.01645292995844926, 6, rsc+21, 4.33391E-20, 5, rsc+21 

376, J1022-5813, kbm+03, 1.6437260020, 5, kbm+03, 1.454E-13, 3, kbm+03 
377, J1023+0038, asr+09, 0.0016879874702211, 3, akh+13, 6.930E-21, 9, akh+13 
378, J1023-5746, sdz+10, 0.11147243434, 9, sdz+10, 3.837491E-13, 13, sdz+10 
379, J1024-0719, bjb+97, 0.005162204641299514, 19, rsc+21, 1.855075E-20, 19, rsc+21 
380, J1028-5819, kjk+08, 0.0914032309, 14, kjk+08, 16.1E-15, 8, kjk+08 

381, J1031-6117, kbm+03, 0.306410837119, 10, kbm+03, 1.784E-15, 5, kbm+03 
382, J1032-5206, hfs+04, 2.40762231135, 12, hfs+04, 1.7891E-14, 11, hfs+04 
383, B1030-58, mlt+78, 0.464212626601, 7, lbs+20, 1.79752E-15, 11, lbs+20 
384, J1034-3224, mld+96, 1.150590428417, 10, hlk+04, 2.3046E-16, 8, hlk+04 
385, J1035-6345, kbm+03, 0.579576736318, 6, kbm+03, 3.504E-16, 12, kbm+03 

386, J1035-6720, cpw+18, 0.0028720063916972, 7, cpw+18, 4.6463E-20, 9, cpw+18 
387, J1036-4926, mld+96, 0.510369402880, 3, lbs+20, 1.65103E-15, 8, lbs+20 
388, J1036-6559, bbb+12, 0.53350188629, 6, bbb+12, 1.362E-15, 1, bbb+12 
389, J1038+0032, bjd+06, 0.02885155795131, 8, bjd+06, 0.000067E-15, 7, bjd+06 
390, B1036-58, jlm+92, 0.661992094032, 11, jml+95, 1.2512E-15, 3, jml+95 

391, B1039-19, mlt+78, 1.386368074588, 3, hlk+04, 9.44850E-16, 20, hlk+04 
392, B1039-55, mlt+78, 1.170867244109, 3, lbs+20, 6.71754E-15, 9, lbs+20 
393, J1043-6116, kbm+03, 0.288605287388, 4, psj+19, 1.040470E-14, 6, psj+19 
394, J1044-5737, sdz+10, 0.13902889110, 4, sdz+10, 5.4628E-14, 4, sdz+10 
395, J1045-0436, mss+20, 0.02404751703417, 3, spp+23, 7.86E-20, 6, spp+23 

396, J1045-4509, bhl+94, 0.00747422423014427, 4, rsc+21, 1.76640E-20, 5, rsc+21 
397, J1046+0304, bjd+06, 0.326271446035, 4, bjd+06, 0.1242E-15, 4, bjd+11 
398, B1044-57, mlt+78, 0.369428087894, 11, jbv+19, 1.1465E-15, 9, jbv+19 
399, J1047-3032, lml+98, 0.3303280523313, 19, hlk+04, 6.1006E-17, 20, hlk+04 
400, J1047-6709, lml+98, 0.1984514505627, 8, dsb+98, 1.68714E-15, 2, dsb+98 

401, J1048+2339, cck+16, 0.0046651629372704, 5, drc+21, 3.008E-20, 5, drc+21 
402, J1048+5349, dcm+23, 2.73086158552, 15, dcm+23, 1.22E-15, 7, dcm+23 
403, B1046-58, jlm+92, 0.123725343351, 4, jbv+19, 9.61217E-14, 4, jbv+19 
404, J1048-5838, kle+10, 1.231304776630, 4, jcs+17, 12.19375E-15, 7, jcs+17 
405, J1049+5822, sbo+22, 0.72761787288, 4, sbo+22, 3.905E-15, 4, sbo+22 

406, J1049-5833, mlc+01, 2.2023250770, 3, mlc+01, 4.41E-15, 15, mlc+01 
407, J1050-5953, scs86, 6.4520766, 6, kgc+01, 3.809E-11, 13, kgc+01 
408, J1052-5954, kbm+03, 0.180591500693, 10, kbm+03, 1.99831E-14, 17, kbm+03 
409, J1052-6348, hfs+04, 0.383830423532, 15, hfs+04, 3.87E-16, 6, hfs+04 
410, J1054-5943, kbm+03, 0.346908957903, 13, kbm+03, 4.074E-15, 8, kbm+03 

411, J1054-5946, bbb+12, 0.228324249982, 8, bbb+12, 0.2090E-15, 3, bbb+12 
412, J1054-6452, hfs+04, 1.8400035414, 3, hfs+04, 3.14E-15, 5, hfs+04 
413, J1055-6022, hfs+04, 0.9475584093, 3, hfs+04, 9.239E-14, 12, hfs+04 
414, J1055-6028, kel+09, 0.099660833480, 3, kel+09, 29.5322E-15, 5, kel+09 
415, J1055-6236, kbm+03, 0.44863544246, 3, kbm+03, 7.08E-16, 7, kbm+03 

416, J1055-6905, ebvb01, 2.9193969868, 3, ebvb01, 2.0336E-14, 15, ebvb01 
417, J1056-5709, mlc+01, 0.67608189374, 8, mlc+01, 5.76E-16, 14, mlc+01 
418, B1054-62, mlt+78, 0.4224505316190, 18, jbv+19, 3.57750E-15, 6, jbv+19 
419, J1056-7117, nbb+14, 0.0263096769824, 7, nbb+14, 6.3E-20, 7, nbb+14 
420, J1057-4754, ebvb01, 0.628305878552, 7, jbo+09, 0.2248E-15, 2, jbo+09 

421, B1055-52, vl72, 0.1971146895745, 8, jbv+19, 5.83870E-15, 4, jbv+19 
422, J1057-5851, cwp+17, 0.62036503134, 12, cwp+17, 1.00581E-13, 4, cwp+17 
423, B1056-78, mlt+78, 1.34740377571, 15, lbs+20, 1.3291E-15, 8, lbs+20 
424, J1058-5957, kbm+03, 0.616270272343, 16, kbm+03, 6.57E-16, 4, kbm+03 
425, B1056-57, mlt+78, 1.185002619791, 12, lbs+20, 4.3065E-15, 5, lbs+20 

426, J1059+6459, slr+14, 3.6311696786, 14, lsk+18, 5.74E-15, 6, lsk+18 
427, J1101-6424, ncb+15, 0.005109272904279, 2, ncb+15, 0.0018E-18, 2, ncb+15 
428, J1103-5403, kjr+11, 0.00339270965933, 4, kjr+11, 3.7E-21, 10, kjr+11 
429, J1103-6025, kbm+03, 0.396586748928, 5, kbm+03, 9.904E-16, 19, kbm+03 
430, J1104-6103, kmj+96, 0.2809053015394, 18, kmj+96, 1.96673E-15, 20, kmj+96 

431, J1105+02, dcm+23, 6.403055372, 4, dcm+23, 1.43e-15, 0, dcm+23 
432, J1105-4353, bbb+12, 0.35111186198, 7, bsb+19, 2.50E-15, 4, bsb+19 
433, J1105-6037, cwp+17, 0.194938267113, 4, cwp+17, 2.183720E-14, 8, cwp+17 
434, J1105-6107, kbm+97, 0.0632021309179, 8, jbv+19, 1.584462E-14, 8, jbv+19 
435, J1106-6438, hfs+04, 2.7179341360, 3, hfs+04, 2.33E-15, 7, hfs+04 

436, J1107-5907, lfl+06, 0.252773323418, 6, lfl+06, 9.0E-18, 10, lfl+06 
437, B1105-59, mlt+78, 1.5165309654, 12, nmc81, 3.4E-16, 5, nmc81 
438, J1107-6143, kbm+03, 1.7993956675, 4, kbm+03, 1.558E-13, 2, kbm+03 
439, B1107-56, jlm+92, 0.558254373368, 7, lbs+20, 2.0608E-15, 3, lbs+20 
440, J1111-6039, aab+22, 0.10668920, 19, saa+23, 1.96E-13, 12, saa+23 

441, J1112-6103, mlc+01, 0.064961851894, 3, mlc+01, 3.14596E-14, 13, mlc+01 
442, B1110-65, mlt+78, 0.33421383999, 6, lbs+20, 8.249E-16, 3, lbs+20 
443, B1110-69, mlt+78, 0.82048764242, 3, lbs+20, 2.82152E-15, 7, lbs+20 
444, B1112-60, jlm+92, 0.880858250434, 16, lbs+20, 4.60130E-14, 5, lbs+20 
445, J1115-0956, sfj+20, 1.31089402030, 3, sfj+20, 3.47E-17, 4, sfj+20 

446, B1112+50, fss73, 1.656439759937, 3, hlk+04, 2.492785E-15, 20, hlk+04 
447, J1115-6052, mlc+01, 0.259779370692, 7, psj+19, 7.22765E-15, 9, psj+19 
448, J1116-2444, kmk+18, 0.86794888009, 5, kmk+18, 0.985E-15, 5, kmk+18 
449, B1114-41, mlt+78, 0.943157882843, 7, antt94, 7.9536E-15, 4, antt94 
450, J1117-6154, kbm+03, 0.50509714918, 5, kbm+03, 1.251E-14, 3, kbm+03 

451, J1117-6447, kbm+03, 1.1552719604, 3, kbm+03, 2.4E-16, 7, kbm+03 
452, B1118-79, mlt+78, 2.2805971963, 7, nmc81, 3.67E-15, 4, nmc81 
453, J1120-3618, rb13, 0.005557016759649, 5, brf+22, 9.3E-22, 7, brf+22 
454, B1119-54, mlt+78, 0.535786513915, 9, jbv+19, 2.7840E-15, 9, jbv+19 
455, J1122-3546, mss+20, 0.007838069356898, 19, spp+23, 1.52E-20, 6, spp+23 

456, J1123-4844, lml+98, 0.244838478401, 7, dsb+98, 6.54E-17, 2, dsb+98 
457, J1123-6102, mlc+01, 0.64023374765, 3, mlc+01, 6.460E-15, 8, mlc+01 
458, J1123-6259, lml+98, 0.2714373118173, 8, lbs+20, 5.25225E-15, 3, lbs+20 
459, J1123-6651, lml+98, 0.232976432603, 2, dsb+98, 2.75002E-15, 3, dsb+98 
460, J1124-3653, hrm+11, 0.0024095726733231, 9, saa+23, 6.012E-21, 9, saa+23 

461, J1124-5638, kbm+03, 0.185559973402, 11, kbm+03, 9E-18, 5, kbm+03 
462, J1124-6421, kbm+03, 0.47909858452, 7, kbm+03, 6.2E-16, 3, kbm+03 
463, J1125-5825, kjv+10, 0.00310221391893416, 16, nbb+14, 6.08990E-20, 20, nbb+14 
464, J1125-6014, fsk+04, 0.002630380781478504, 14, rsc+21, 3.73132E-21, 13, rsc+21 
465, J1125+7819, slr+14, 0.00420160911826384, 6, aab+21a, 6.943E-21, 4, aab+21a 

466, B1124-60, jlm+92, 0.202736911853, 3, jml+95, 2.8128E-16, 8, jml+95 
467, J1126-6942, lml+98, 0.579418751784, 11, lbs+20, 3.2938E-15, 4, lbs+20 
468, J1128-6219, kbm+03, 0.51598351050, 11, kbm+03, 1.1E-17, 5, kbm+03 
469, J1130+09, dcm+23, 4.796636975, 7, dcm+23, -2.76E-15, 5, dcm+23 
470, J1130-5826, kbm+03, 0.162323475501, 3, kbm+03, 1.589E-17, 19, kbm+03 

471, J1130-5925, mlc+01, 0.68098383242, 6, mlc+01, 9.52E-16, 7, mlc+01 
472, J1130-6807, lml+98, 0.2563527993088, 8, dsb+98, 4.5968E-16, 2, dsb+98 
473, J1132-4700, bbb+12, 0.325633290107, 6, bsb+19, 0.7768E-15, 7, bsb+19 
474, J1132-5627, kbm+03, 0.175166247082, 10, kbm+03, 6.8E-17, 4, kbm+03 
475, B1131-62, jlm+92, 1.02287514082, 9, jml+95, 4.52E-16, 2, jml+95 

476, J1135-6055, sbd+11, 0.114943, 0, sbd+11, 7.93e-14, 0, sbd+11 
477, B1133+16, phbc68, 1.187913065936, 3, hlk+04, 3.733837E-15, 9, hlk+04 
478, B1133-55, mlt+78, 0.364713249166, 8, jbv+19, 8.2266E-15, 4, jbv+19 
479, J1136-6527, ccb+20, 1.18930900495, 8, ccb+20, 1750E-18, 16, ccb+20 
480, J1137-6700, lml+98, 0.55621605570, 2, dsb+98, 7.17E-17, 4, dsb+98 

481, J1137+7528, san16, 0.0025126423832770, 7, san16, 3.24E-21, 5, san16 
482, J1138-6207, mlc+01, 0.117563794023, 3, mlc+01, 1.24784E-14, 5, mlc+01 
483, J1139-6247, nie+20, 0.120482, 0, nie+20, 4.05e-15, 0, nie+20 
484, J1141-3107, mld+96, 0.538431789013, 4, dsb+98, 1.9602E-15, 2, dsb+98 
485, J1141-3322, lml+98, 0.291467800769, 3, lbs+20, 4.65324E-16, 9, lbs+20 

486, J1141-6545, klm+00a, 0.3938988148378, 7, mks+10, 4.30737E-15, 13, mks+10 
487, J1142+0119, san16, 0.0050752983064042, 5, san16, 14.99E-21, 1, san16 
488, J1142-6230, mlc+01, 0.55838338569, 10, mlc+01, 7.8E-17, 35, mlc+01 
489, J1143-5158, mld+96, 0.675646047064, 8, dsb+98, 6.953E-16, 2, dsb+98 
490, J1143-5536, bbb+12, 0.68535848563, 4, bbb+12, 0.485E-15, 2, bbb+12 

491, J1144-6146, mlc+01, 0.98778306934, 16, mlc+01, -3.8E-17, 89, mlc+01 
492, J1144-6217, mlc+01, 0.85066494337, 4, mlc+01, 3.0835E-14, 7, mlc+01 
493, B1143-60, mlt+78, 0.2733745086436, 8, lbs+20, 1.788395E-15, 3, lbs+20 
494, J1146-6610, mlb+12, 0.003722312502674, 2, lkf+21, 0.793E-20, 6, lkf+21 
495, J1148-5725, lfl+06, 3.5599372320, 7, lfl+06, 1.110E-14, 13, lfl+06 

496, J1148-6415, kbm+03, 3.2410285031, 8, kbm+03, 2.7E-15, 4, kbm+03 
497, J1151-6108, ncb+15, 0.1016331767601, 5, saa+23, 1.027908E-14, 3, saa+23 
498, J1152-5800, hfs+04, 1.7898294664, 5, hfs+04, 1.3E-15, 3, hfs+04 
499, J1152-6012, kbm+03, 0.37656956576, 5, kbm+03, 6.685E-15, 19, kbm+03 
500, J1154-6250, kbm+03, 0.28201171065, 3, kbm+03, 5.59E-16, 5, kbm+03 

501, J1156-5707, hfs+04, 0.28841677391, 5, psj+19, 2.65482E-14, 8, psj+19 
502, J1156-5909, lml+98, 1.0379310509, 9, dsb+98, 1.02E-15, 2, dsb+98 
503, J1157-5112, eb01, 0.04358922706284, 12, eb01b, 1.43E-19, 10, eb01b 
504, B1154-62, lvw69b, 0.400525716696, 4, jbv+19, 3.93281E-15, 12, jbv+19 
505, J1159-6409, kbm+03, 0.66748553354, 6, kbm+03, 2.4E-17, 4, kbm+03 

506, J1159-7910, lml+98, 0.5250742392, 3, dsb+98, 2.817E-15, 6, dsb+98 
507, J1201-6306, kbm+03, 0.59213602908, 5, kbm+03, 3.555E-15, 11, kbm+03 
508, B1159-58, mlt+78, 0.452803097537, 5, jbv+19, 2.13023E-15, 13, jbv+19 
509, J1203-6242, nie+20, 0.100604, 0, nie+20, 4.41e-14, 0, nie+20 
510, J1204-6843, ebvb01, 0.3088608620097, 19, ebvb01, 2.1708E-16, 19, ebvb01 

511, J1207-4508, sfj+20, 1.769827846, 3, sfj+20, 1.560E-15, 19, sfj+20 
512, J1207-5050, brj+21, 0.00484275732280295, 19, brj+21, 6.065E-21, 5, brj+21 
513, J1208-6238, cpw+16, 0.440590723652, 14, cpw+16, 3.2695145E-12, 10, cpw+16 
514, J1210-5559, mld+96, 0.279767868653, 4, lbs+20, 7.25322E-16, 3, lbs+20 
515, J1210-6322, ccb+20, 1.16318571439, 18, ccb+20, 9247E-18, 12, ccb+20 

516, J1210-6550, hfs+04, 4.2370102164, 18, hfs+04, 4.3E-16, 11, hfs+04 
517, J1211-6324, kbm+03, 0.433083926199, 17, kbm+03, 2.57E-16, 8, kbm+03 
518, J1214-5830, kbm+03, 0.90982270118, 4, kbm+03, 5.34E-17, 15, kbm+03 
519, J1215-5328, ebvb01, 0.63641413680, 5, ebvb01, 1.15E-16, 4, ebvb01 
520, J1216-6223, mlc+01, 0.3740530135813, 20, psj+19, 1.682357E-14, 20, psj+19 

521, J1216-6410, fsk+04, 0.003539375658423, 3, lfl+06, 1.62E-21, 19, lfl+06 
522, J1220-6318, mlc+01, 0.78921201205, 8, mlc+01, 8.0E-17, 12, mlc+01 
523, J1221-0633, mss+20, 0.0019345396955267, 5, saa+23, 5.268E-21, 6, saa+23 
524, J1222-5738, kbm+03, 1.0811635266, 13, kbm+03, 1.5E-16, 5, kbm+03 
525, J1223-5856, ccb+20, 0.28854142685, 2, ccb+20, 5.7E-18, 8, ccb+20 

526, J1224-6208, mlc+01, 0.58576120812, 4, mlc+01, 2.0196E-14, 11, mlc+01 
527, B1221-63, kac+73, 0.216479797870, 3, psj+19, 4.95328E-15, 4, psj+19 
528, J1225-5556, mld+96, 1.018452868182, 15, dsb+98, 2.06340E-15, 15, dsb+98 
529, J1225-6035, kbm+03, 0.626323941978, 18, kbm+03, 2.88E-16, 8, kbm+03 
530, B1222-63, mlt+78, 0.4196177915, 3, nmc81, 9.46E-16, 15, nmc81 

531, J1226+0005, scb+19, 2.28507617026, 8, mbc+20, 2.474E-15, 2, mbc+20 
532, J1226-3223, bb10, 6.1930040852, 5, jcs+17, 7.05E-15, 1, jcs+17 
533, J1227-4853, rrb+15, 0.001686375410273, 12, rrb+15, 1.11E-20, 12, rrb+15 
534, J1227-6208, mic13, 0.03452783464780, 2, btb+15, 18.74E-20, 7, btb+15 
535, J1231-1411, rrc+11, 0.00368387876995989, 5, saa+23, 2.26243E-20, 6, saa+23 

536, J1231-4609, jbo+09, 0.87723907778, 4, jbo+09, 0.0380E-15, 17, jbo+09 
537, J1231-5113, nie+20, 0.206612, 0, nie+20, 1.17e-16, 0, nie+20 
538, J1231-6303, kbm+03, 1.35123639261, 6, lbs+20, 1.320E-16, 15, lbs+20 
539, J1231-6511, nie+20, 0.247525, 0, nie+20, 2.84e-14, 0, nie+20 
540, J1232-4742, ebvb01, 1.8729943770, 2, jbo+09, 0.014E-15, 5, jbo+09 

541, J1232-6501, clm+01, 0.0882819082341, 4, clm+01, 8.1E-19, 3, clm+01 
542, J1233-6312, kbm+03, 0.5647593892, 4, kbm+03, 6.92E-15, 16, kbm+03 
543, J1233-6344, kbm+03, 0.75689193363, 7, kbm+03, 3.878E-15, 18, kbm+03 
544, J1234-3630, kmk+18, 0.569242225079, 8, kmk+18, 0.866E-15, 3, kmk+18 
545, J1235-6354, kbm+03, 0.256777653406, 12, kbm+03, 1.97E-16, 4, kbm+03 

546, J1236-0159, scb+19, 3.5975735967, 2, mbc+20, 5.103E-15, 2, mbc+20 
547, J1236-5033, ebvb01, 0.294759771191, 4, ebvb01, 1.556E-16, 4, ebvb01 
548, J1237-6725, kbm+03, 2.11097411794, 14, kbm+03, 2.19E-15, 4, kbm+03 
549, J1238+2152, rtj+96, 1.11859068945, 4, hlk+04, 1.4456E-15, 4, hlk+04 
550, B1237+25, lan69, 1.3824491030388, 10, hlk+04, 9.60049E-16, 3, hlk+04 

551, B1236-68, mlt+78, 1.301922529969, 4, lbs+20, 1.188288E-14, 14, lbs+20 
552, B1237-41, mlt+78, 0.51224209318, 11, nmc81, 1.739E-15, 7, nmc81 
553, J1243-5735, kbm+03, 0.47122487769, 16, kbm+03, 8.0E-17, 7, kbm+03 
554, B1240-64, lvw69a, 0.3884851271101, 4, jbv+19, 4.49499E-15, 4, jbv+19 
555, J1244-1812, sfj+20, 3.4253237068, 3, sfj+20, 1.483E-15, 12, sfj+20 

556, J1244-5053, ebvb01, 0.275207111323, 4, ebvb01, 9.998E-16, 4, ebvb01 
