t [yr], r [pc]
1623460.21, 96.12
1623675.03, 96.12
1623889.84, 96.12
1624104.66, 96.13
1624319.47, 96.13
1624534.29, 96.13
1624749.10, 96.14
1624963.91, 96.14
1625178.73, 96.15
1625393.54, 96.15
1625608.36, 96.15
1625823.17, 96.16
1626037.99, 96.16
1626252.80, 96.16
1626467.61, 96.17
1626682.43, 96.17
1626897.24, 96.18
1627112.06, 96.18
1627326.87, 96.18
1627541.69, 96.19
1627756.50, 96.19
1627971.32, 96.20
1628186.13, 96.20
1628400.94, 96.20
1628615.76, 96.21
1628830.57, 96.21
1629045.39, 96.21
1629260.20, 96.22
1629475.02, 96.22
1629689.83, 96.23
1629904.64, 96.23
1630119.46, 96.23
1630334.27, 96.24
1630549.09, 96.24
1630763.90, 96.25
1630978.72, 96.25
1631193.53, 96.25
1631408.35, 96.26
1631623.16, 96.26
1631837.97, 96.26
1632052.79, 96.27
1632267.60, 96.27
1632482.42, 96.28
1632697.23, 96.28
1632912.05, 96.28
1633126.86, 96.29
1633341.67, 96.29
1633556.49, 96.30
1633771.30, 96.30
1633986.12, 96.30
1634200.93, 96.31
1634415.75, 96.31
1634630.56, 96.31
1634845.38, 96.32
1635060.19, 96.32
1635275.00, 96.33
1635489.82, 96.33
1635704.63, 96.33
1635919.45, 96.34
1636134.26, 96.34
1636349.08, 96.34
1636563.89, 96.35
1636778.70, 96.35
1636993.52, 96.36
1637208.33, 96.36
1637423.15, 96.36
1637637.96, 96.37
1637852.78, 96.37
1638067.59, 96.38
1638282.41, 96.38
1638497.22, 96.38
1638712.03, 96.39
1638926.85, 96.39
1639141.66, 96.39
1639356.48, 96.40
1639571.29, 96.40
1639786.11, 96.41
1640000.92, 96.41
1640215.73, 96.41
1640430.55, 96.42
1640645.36, 96.42
1640860.18, 96.43
1641074.99, 96.43
1641289.81, 96.43
1641504.62, 96.44
1641719.44, 96.44
1641934.25, 96.44
1642149.06, 96.45
1642363.88, 96.45
1642578.69, 96.46
1642793.51, 96.46
1643008.32, 96.46
1643223.14, 96.47
1643437.95, 96.47
1643652.77, 96.47
1643867.58, 96.48
1644082.39, 96.48
1644297.21, 96.49
1644512.02, 96.49
1644726.84, 96.49
1644941.65, 96.50
1645156.47, 96.50
1645371.28, 96.51
1645586.09, 96.51
1645800.91, 96.51
1646015.72, 96.52
1646230.54, 96.52
1646445.35, 96.52
1646660.17, 96.53
1646874.98, 96.53
1647089.80, 96.54
1647304.61, 96.54
1647519.42, 96.54
1647734.24, 96.55
1647949.05, 96.55
1648163.87, 96.55
1648378.68, 96.56
1648593.50, 96.56
1648808.31, 96.57
1649023.12, 96.57
1649237.94, 96.57
1649452.75, 96.58
1649667.57, 96.58
1649882.38, 96.58
1650097.20, 96.59
1650312.01, 96.59
1650526.83, 96.60
1650741.64, 96.60
1650956.45, 96.60
1651171.27, 96.61
1651386.08, 96.61
1651600.90, 96.62
1651815.71, 96.62
1652030.53, 96.62
1652245.34, 96.63
1652460.15, 96.63
1652674.97, 96.63
1652889.78, 96.64
1653104.60, 96.64
1653319.41, 96.65
1653534.23, 96.65
1653749.04, 96.65
1653963.86, 96.66
1654178.67, 96.66
1654393.48, 96.66
1654608.30, 96.67
1654823.11, 96.67
1655037.93, 96.68
1655252.74, 96.68
1655467.56, 96.68
1655682.37, 96.69
1655897.18, 96.69
1656112.00, 96.69
1656326.81, 96.70
1656541.63, 96.70
1656756.44, 96.71
1656971.26, 96.71
1657186.07, 96.71
1657400.89, 96.72
1657615.70, 96.72
1657830.51, 96.73
1658045.33, 96.73
1658260.14, 96.73
1658474.96, 96.74
1658689.77, 96.74
1658904.59, 96.74
1659119.40, 96.75
1659334.21, 96.75
1659549.03, 96.76
1659763.84, 96.76
1659978.66, 96.76
1660193.47, 96.77
1660408.29, 96.77
1660623.10, 96.77
1660837.92, 96.78
1661052.73, 96.78
1661267.54, 96.79
1661482.36, 96.79
1661697.17, 96.79
1661911.99, 96.80
1662126.80, 96.80
1662341.62, 96.80
1662556.43, 96.81
1662771.24, 96.81
1662986.06, 96.82
1663200.87, 96.82
1663415.69, 96.82
1663630.50, 96.83
1663845.32, 96.83
1664060.13, 96.83
1664274.95, 96.84
1664489.76, 96.84
1664704.57, 96.85
1664919.39, 96.85
1665134.20, 96.85
1665349.02, 96.86
1665563.83, 96.86
1665778.65, 96.87
1665993.46, 96.87
1666208.27, 96.87
1666423.09, 96.88
1666637.90, 96.88
1666852.72, 96.88
1667067.53, 96.89
1667282.35, 96.89
1667497.16, 96.90
1667711.98, 96.90
1667926.79, 96.90
1668141.60, 96.91
1668356.42, 96.91
1668571.23, 96.91
1668786.05, 96.92
1669000.86, 96.92
1669215.68, 96.93
1669430.49, 96.93
1669645.30, 96.93
1669860.12, 96.94
1670074.93, 96.94
1670289.75, 96.94
1670504.56, 96.95
1670719.38, 96.95
1670934.19, 96.96
1671149.01, 96.96
1671363.82, 96.96
1671578.63, 96.97
1671793.45, 96.97
1672008.26, 96.97
1672223.08, 96.98
1672437.89, 96.98
1672652.71, 96.99
1672867.52, 96.99
1673082.33, 96.99
1673297.15, 97.00
1673511.96, 97.00
1673726.78, 97.00
1673941.59, 97.01
1674156.41, 97.01
1674371.22, 97.02
1674586.04, 97.02
1674800.85, 97.02
1675015.66, 97.03
1675230.48, 97.03
1675445.29, 97.03
1675660.11, 97.04
1675874.92, 97.04
1676089.74, 97.05
1676304.55, 97.05
1676519.36, 97.05
1676734.18, 97.06
1676948.99, 97.06
1677163.81, 97.06
1677378.62, 97.07
1677593.44, 97.07
1677808.25, 97.08
1678023.07, 97.08
1678237.88, 97.08
1678452.69, 97.09
1678667.51, 97.09
1678882.32, 97.09
1679097.14, 97.10
1679311.95, 97.10
1679526.77, 97.11
1679741.58, 97.11
1679956.39, 97.11
1680171.21, 97.12
1680386.02, 97.12
1680600.84, 97.12
1680815.65, 97.13
1681030.47, 97.13
1681245.28, 97.14
1681460.10, 97.14
1681674.91, 97.14
1681889.72, 97.15
1682104.54, 97.15
1682319.35, 97.15
1682534.17, 97.16
1682748.98, 97.16
1682963.80, 97.17
1683178.61, 97.17
1683393.42, 97.17
1683608.24, 97.18
1683823.05, 97.18
1684037.87, 97.18
1684252.68, 97.19
1684467.50, 97.19
1684682.31, 97.20
1684897.13, 97.20
1685111.94, 97.20
1685326.75, 97.21
1685541.57, 97.21
1685756.38, 97.21
1685971.20, 97.22
1686186.01, 97.22
1686400.83, 97.23
1686615.64, 97.23
1686830.45, 97.23
1687045.27, 97.24
1687260.08, 97.24
1687474.90, 97.24
1687689.71, 97.25
1687904.53, 97.25
1688119.34, 97.26
1688334.16, 97.26
1688548.97, 97.26
1688763.78, 97.27
1688978.60, 97.27
1689193.41, 97.27
1689408.23, 97.28
1689623.04, 97.28
1689837.86, 97.29
1690052.67, 97.29
1690267.48, 97.29
1690482.30, 97.30
1690697.11, 97.30
1690911.93, 97.30
1691126.74, 97.31
1691341.56, 97.31
1691556.37, 97.32
1691771.19, 97.32
1691986.00, 97.32
1692200.81, 97.33
1692415.63, 97.33
1692630.44, 97.33
1692845.26, 97.34
1693060.07, 97.34
1693274.89, 97.35
1693489.70, 97.35
1693704.51, 97.35
1693919.33, 97.36
1694134.14, 97.36
1694348.96, 97.36
1694563.77, 97.37
1694778.59, 97.37
1694993.40, 97.37
1695208.22, 97.38
1695423.03, 97.38
1695637.84, 97.39
1695852.66, 97.39
1696067.47, 97.39
1696282.29, 97.40
1696497.10, 97.40
1696711.92, 97.40
1696926.73, 97.41
1697141.55, 97.41
1697356.36, 97.42
1697571.17, 97.42
1697785.99, 97.42
1698000.80, 97.43
1698215.62, 97.43
1698430.43, 97.43
1698645.25, 97.44
1698860.06, 97.44
1699074.87, 97.45
1699289.69, 97.45
1699504.50, 97.45
1699719.32, 97.46
1699934.13, 97.46
1700148.95, 97.46
1700363.76, 97.47
1700578.58, 97.47
1700793.39, 97.48
1701008.20, 97.48
1701223.02, 97.48
1701437.83, 97.49
1701652.65, 97.49
1701867.46, 97.49
1702082.28, 97.50
1702297.09, 97.50
1702511.90, 97.51
1702726.72, 97.51
1702941.53, 97.51
1703156.35, 97.52
1703371.16, 97.52
1703585.98, 97.52
1703800.79, 97.53
1704015.61, 97.53
1704230.42, 97.53
1704445.23, 97.54
1704660.05, 97.54
1704874.86, 97.55
1705089.68, 97.55
1705304.49, 97.55
1705519.31, 97.56
1705734.12, 97.56
1705948.93, 97.56
1706163.75, 97.57
1706378.56, 97.57
1706593.38, 97.58
1706808.19, 97.58
1707023.01, 97.58
1707237.82, 97.59
1707452.64, 97.59
1707667.45, 97.59
1707882.26, 97.60
1708097.08, 97.60
1708311.89, 97.61
1708526.71, 97.61
1708741.52, 97.61
1708956.34, 97.62
1709171.15, 97.62
1709385.96, 97.62
1709600.78, 97.63
1709815.59, 97.63
1710030.41, 97.64
1710245.22, 97.64
1710460.04, 97.64
1710674.85, 97.65
1710889.67, 97.65
1711104.48, 97.65
1711319.29, 97.66
1711534.11, 97.66
1711748.92, 97.66
1711963.74, 97.67
1712178.55, 97.67
1712393.37, 97.68
1712608.18, 97.68
1712822.99, 97.68
1713037.81, 97.69
1713252.62, 97.69
1713467.44, 97.69
1713682.25, 97.70
1713897.07, 97.70
1714111.88, 97.71
1714326.70, 97.71
1714541.51, 97.71
1714756.32, 97.72
1714971.14, 97.72
1715185.95, 97.72
1715400.77, 97.73
1715615.58, 97.73
1715830.40, 97.73
1716045.21, 97.74
1716260.02, 97.74
1716474.84, 97.75
1716689.65, 97.75
1716904.47, 97.75
1717119.28, 97.76
1717334.10, 97.76
1717548.91, 97.76
1717763.73, 97.77
1717978.54, 97.77
1718193.35, 97.78
1718408.17, 97.78
1718622.98, 97.78
1718837.80, 97.79
1719052.61, 97.79
1719267.43, 97.79
1719482.24, 97.80
1719697.05, 97.80
1719911.87, 97.81
1720126.68, 97.81
1720341.50, 97.81
1720556.31, 97.82
1720771.13, 97.82
1720985.94, 97.82
1721200.76, 97.83
1721415.57, 97.83
1721630.38, 97.83
1721845.20, 97.84
1722060.01, 97.84
1722274.83, 97.85
1722489.64, 97.85
1722704.46, 97.85
1722919.27, 97.86
1723134.08, 97.86
1723348.90, 97.86
1723563.71, 97.87
1723778.53, 97.87
1723993.34, 97.88
1724208.16, 97.88
1724422.97, 97.88
1724637.79, 97.89
1724852.60, 97.89
1725067.41, 97.89
1725282.23, 97.90
1725497.04, 97.90
1725711.86, 97.90
1725926.67, 97.91
1726141.49, 97.91
1726356.30, 97.92
1726571.11, 97.92
1726785.93, 97.92
1727000.74, 97.93
1727215.56, 97.93
1727430.37, 97.93
1727645.19, 97.94
1727860.00, 97.94
1728074.82, 97.95
1728289.63, 97.95
1728504.44, 97.95
1728719.26, 97.96
1728934.07, 97.96
1729148.89, 97.96
1729363.70, 97.97
1729578.52, 97.97
1729793.33, 97.97
1730008.14, 97.98
1730222.96, 97.98
1730437.77, 97.99
1730652.59, 97.99
1730867.40, 97.99
1731082.22, 98.00
1731297.03, 98.00
1731511.85, 98.00
1731726.66, 98.01
1731941.47, 98.01
1732156.29, 98.01
1732371.10, 98.02
1732585.92, 98.02
1732800.73, 98.03
1733015.55, 98.03
1733230.36, 98.03
1733445.17, 98.04
1733659.99, 98.04
1733874.80, 98.04
1734089.62, 98.05
1734304.43, 98.05
1734519.25, 98.06
1734734.06, 98.06
1734948.88, 98.06
1735163.69, 98.07
1735378.50, 98.07
1735593.32, 98.07
1735808.13, 98.08
1736022.95, 98.08
1736237.76, 98.08
1736452.58, 98.09
1736667.39, 98.09
1736882.20, 98.10
1737097.02, 98.10
1737311.83, 98.10
1737526.65, 98.11
1737741.46, 98.11
1737956.28, 98.11
1738171.09, 98.12
1738385.91, 98.12
1738600.72, 98.12
1738815.53, 98.13
1739030.35, 98.13
1739245.16, 98.14
1739459.98, 98.14
1739674.79, 98.14
1739889.61, 98.15
1740104.42, 98.15
1740319.23, 98.15
1740534.05, 98.16
1740748.86, 98.16
1740963.68, 98.17
1741178.49, 98.17
1741393.31, 98.17
1741608.12, 98.18
1741822.94, 98.18
1742037.75, 98.18
1742252.56, 98.19
1742467.38, 98.19
1742682.19, 98.19
1742897.01, 98.20
1743111.82, 98.20
1743326.64, 98.21
1743541.45, 98.21
1743756.26, 98.21
1743971.08, 98.22
1744185.89, 98.22
1744400.71, 98.22
1744615.52, 98.23
1744830.34, 98.23
1745045.15, 98.23
1745259.97, 98.24
1745474.78, 98.24
1745689.59, 98.25
1745904.41, 98.25
1746119.22, 98.25
1746334.04, 98.26
1746548.85, 98.26
1746763.67, 98.26
1746978.48, 98.27
1747193.30, 98.27
1747408.11, 98.27
1747622.92, 98.28
1747837.74, 98.28
1748052.55, 98.29
1748267.37, 98.29
1748482.18, 98.29
1748697.00, 98.30
1748911.81, 98.30
1749126.62, 98.30
1749341.44, 98.31
1749556.25, 98.31
1749771.07, 98.31
1749985.88, 98.32
1750200.70, 98.32
1750415.51, 98.33
1750630.33, 98.33
1750845.14, 98.33
1751059.95, 98.34
1751274.77, 98.34
1751489.58, 98.34
1751704.40, 98.35
1751919.21, 98.35
1752134.03, 98.35
1752348.84, 98.36
1752563.65, 98.36
1752778.47, 98.37
1752993.28, 98.37
1753208.10, 98.37
1753422.91, 98.38
1753637.73, 98.38
1753852.54, 98.38
1754067.36, 98.39
1754282.17, 98.39
1754496.98, 98.39
1754711.80, 98.40
1754926.61, 98.40
1755141.43, 98.41
1755356.24, 98.41
1755571.06, 98.41
1755785.87, 98.42
1756000.68, 98.42
1756215.50, 98.42
1756430.31, 98.43
1756645.13, 98.43
1756859.94, 98.43
1757074.76, 98.44
1757289.57, 98.44
1757504.39, 98.45
1757719.20, 98.45
1757934.01, 98.45
1758148.83, 98.46
1758363.64, 98.46
1758578.46, 98.46
1758793.27, 98.47
1759008.09, 98.47
1759222.90, 98.47
1759437.71, 98.48
1759652.53, 98.48
1759867.34, 98.49
1760082.16, 98.49
1760296.97, 98.49
1760511.79, 98.50
1760726.60, 98.50
1760941.42, 98.50
1761156.23, 98.51
1761371.04, 98.51
1761585.86, 98.51
1761800.67, 98.52
1762015.49, 98.52
1762230.30, 98.53
1762445.12, 98.53
1762659.93, 98.53
1762874.74, 98.54
1763089.56, 98.54
1763304.37, 98.54
1763519.19, 98.55
1763734.00, 98.55
1763948.82, 98.55
1764163.63, 98.56
1764378.45, 98.56
1764593.26, 98.57
1764808.07, 98.57
1765022.89, 98.57
1765237.70, 98.58
1765452.52, 98.58
1765667.33, 98.58
1765882.15, 98.59
1766096.96, 98.59
1766311.77, 98.59
1766526.59, 98.60
1766741.40, 98.60
1766956.22, 98.61
1767171.03, 98.61
1767385.85, 98.61
1767600.66, 98.62
1767815.48, 98.62
1768030.29, 98.62
1768245.10, 98.63
1768459.92, 98.63
1768674.73, 98.63
1768889.55, 98.64
1769104.36, 98.64
1769319.18, 98.65
1769533.99, 98.65
1769748.80, 98.65
1769963.62, 98.66
1770178.43, 98.66
1770393.25, 98.66
1770608.06, 98.67
1770822.88, 98.67
1771037.69, 98.67
1771252.51, 98.68
1771467.32, 98.68
1771682.13, 98.68
1771896.95, 98.69
1772111.76, 98.69
1772326.58, 98.70
1772541.39, 98.70
1772756.21, 98.70
1772971.02, 98.71
1773185.83, 98.71
1773400.65, 98.71
1773615.46, 98.72
1773830.28, 98.72
1774045.09, 98.72
1774259.91, 98.73
1774474.72, 98.73
1774689.54, 98.74
1774904.35, 98.74
1775119.16, 98.74
1775333.98, 98.75
1775548.79, 98.75
1775763.61, 98.75
1775978.42, 98.76
1776193.24, 98.76
1776408.05, 98.76
1776622.86, 98.77
1776837.68, 98.77
1777052.49, 98.78
1777267.31, 98.78
1777482.12, 98.78
1777696.94, 98.79
1777911.75, 98.79
1778126.57, 98.79
1778341.38, 98.80
1778556.19, 98.80
1778771.01, 98.80
1778985.82, 98.81
1779200.64, 98.81
1779415.45, 98.81
1779630.27, 98.82
1779845.08, 98.82
1780059.89, 98.83
1780274.71, 98.83
1780489.52, 98.83
1780704.34, 98.84
1780919.15, 98.84
1781133.97, 98.84
1781348.78, 98.85
1781563.60, 98.85
1781778.41, 98.85
1781993.22, 98.86
1782208.04, 98.86
1782422.85, 98.87
1782637.67, 98.87
1782852.48, 98.87
1783067.30, 98.88
1783282.11, 98.88
1783496.92, 98.88
1783711.74, 98.89
1783926.55, 98.89
1784141.37, 98.89
1784356.18, 98.90
1784571.00, 98.90
1784785.81, 98.90
1785000.63, 98.91
1785215.44, 98.91
1785430.25, 98.92
1785645.07, 98.92
1785859.88, 98.92
1786074.70, 98.93
1786289.51, 98.93
1786504.33, 98.93
1786719.14, 98.94
1786933.95, 98.94
1787148.77, 98.94
1787363.58, 98.95
1787578.40, 98.95
1787793.21, 98.95
1788008.03, 98.96
1788222.84, 98.96
1788437.66, 98.97
1788652.47, 98.97
1788867.28, 98.97
1789082.10, 98.98
1789296.91, 98.98
1789511.73, 98.98
1789726.54, 98.99
1789941.36, 98.99
1790156.17, 98.99
1790370.98, 99.00
1790585.80, 99.00
1790800.61, 99.01
1791015.43, 99.01
1791230.24, 99.01
1791445.06, 99.02
1791659.87, 99.02
1791874.69, 99.02
1792089.50, 99.03
1792304.31, 99.03
1792519.13, 99.03
1792733.94, 99.04
1792948.76, 99.04
1793163.57, 99.04
1793378.39, 99.05
1793593.20, 99.05
1793808.01, 99.06
1794022.83, 99.06
1794237.64, 99.06
1794452.46, 99.07
1794667.27, 99.07
1794882.09, 99.07
1795096.90, 99.08
1795311.72, 99.08
1795526.53, 99.08
1795741.34, 99.09
1795956.16, 99.09
1796170.97, 99.09
1796385.79, 99.10
1796600.60, 99.10
1796815.42, 99.11
1797030.23, 99.11
1797245.04, 99.11
1797459.86, 99.12
1797674.67, 99.12
1797889.49, 99.12
1798104.30, 99.13
1798319.12, 99.13
1798533.93, 99.13
1798748.75, 99.14
1798963.56, 99.14
1799178.37, 99.14
1799393.19, 99.15
1799608.00, 99.15
1799822.82, 99.16
1800037.63, 99.16
1800252.45, 99.16
1800467.26, 99.17
1800682.08, 99.17
1800896.89, 99.17
1801111.70, 99.18
1801326.52, 99.18
1801541.33, 99.18
1801756.15, 99.19
1801970.96, 99.19
1802185.78, 99.19
1802400.59, 99.20
1802615.40, 99.20
1802830.22, 99.21
1803045.03, 99.21
1803259.85, 99.21
1803474.66, 99.22
1803689.48, 99.22
1803904.29, 99.22
1804119.11, 99.23
1804333.92, 99.23
1804548.73, 99.23
1804763.55, 99.24
1804978.36, 99.24
1805193.18, 99.24
1805407.99, 99.25
1805622.81, 99.25
1805837.62, 99.26
1806052.43, 99.26
1806267.25, 99.26
1806482.06, 99.27
1806696.88, 99.27
1806911.69, 99.27
1807126.51, 99.28
1807341.32, 99.28
1807556.14, 99.28
1807770.95, 99.29
1807985.76, 99.29
1808200.58, 99.29
1808415.39, 99.30
1808630.21, 99.30
1808845.02, 99.31
1809059.84, 99.31
1809274.65, 99.31
1809489.46, 99.32
1809704.28, 99.32
1809919.09, 99.32
1810133.91, 99.33
1810348.72, 99.33
1810563.54, 99.33
1810778.35, 99.34
1810993.17, 99.34
1811207.98, 99.34
1811422.79, 99.35
1811637.61, 99.35
1811852.42, 99.36
1812067.24, 99.36
1812282.05, 99.36
1812496.87, 99.37
1812711.68, 99.37
1812926.49, 99.37
1813141.31, 99.38
1813356.12, 99.38
1813570.94, 99.38
1813785.75, 99.39
1814000.57, 99.39
1814215.38, 99.39
1814430.20, 99.40
1814645.01, 99.40
1814859.82, 99.40
1815074.64, 99.41
1815289.45, 99.41
1815504.27, 99.42
1815719.08, 99.42
1815933.90, 99.42
1816148.71, 99.43
1816363.52, 99.43
1816578.34, 99.43
1816793.15, 99.44
1817007.97, 99.44
1817222.78, 99.44
1817437.60, 99.45
1817652.41, 99.45
1817867.23, 99.45
1818082.04, 99.46
1818296.85, 99.46
1818511.67, 99.47
1818726.48, 99.47
1818941.30, 99.47
1819156.11, 99.48
1819370.93, 99.48
1819585.74, 99.48
1819800.55, 99.49
1820015.37, 99.49
1820230.18, 99.49
1820445.00, 99.50
1820659.81, 99.50
1820874.63, 99.50
1821089.44, 99.51
1821304.26, 99.51
1821519.07, 99.51
1821733.88, 99.52
1821948.70, 99.52
1822163.51, 99.53
1822378.33, 99.53
1822593.14, 99.53
1822807.96, 99.54
1823022.77, 99.54
1823237.58, 99.54
1823452.40, 99.55
1823667.21, 99.55
1823882.03, 99.55
1824096.84, 99.56
1824311.66, 99.56
1824526.47, 99.56
1824741.29, 99.57
1824956.10, 99.57
1825170.91, 99.57
1825385.73, 99.58
1825600.54, 99.58
1825815.36, 99.59
1826030.17, 99.59
1826244.99, 99.59
1826459.80, 99.60
1826674.61, 99.60
1826889.43, 99.60
1827104.24, 99.61
1827319.06, 99.61
1827533.87, 99.61
1827748.69, 99.62
1827963.50, 99.62
1828178.32, 99.62
1828393.13, 99.63
1828607.94, 99.63
1828822.76, 99.64
1829037.57, 99.64
1829252.39, 99.64
1829467.20, 99.65
1829682.02, 99.65
1829896.83, 99.65
1830111.64, 99.66
1830326.46, 99.66
1830541.27, 99.66
1830756.09, 99.67
1830970.90, 99.67
1831185.72, 99.67
1831400.53, 99.68
1831615.35, 99.68
1831830.16, 99.68
1832044.97, 99.69
1832259.79, 99.69
1832474.60, 99.70
1832689.42, 99.70
1832904.23, 99.70
1833119.05, 99.71
1833333.86, 99.71
1833548.67, 99.71
1833763.49, 99.72
1833978.30, 99.72
1834193.12, 99.72
1834407.93, 99.73
1834622.75, 99.73
1834837.56, 99.73
1835052.38, 99.74
1835267.19, 99.74
1835482.00, 99.74
1835696.82, 99.75
1835911.63, 99.75
1836126.45, 99.75
1836341.26, 99.76
1836556.08, 99.76
1836770.89, 99.77
1836985.70, 99.77
1837200.52, 99.77
1837415.33, 99.78
1837630.15, 99.78
1837844.96, 99.78
1838059.78, 99.79
1838274.59, 99.79
1838489.41, 99.79
1838704.22, 99.80
1838919.03, 99.80
1839133.85, 99.80
1839348.66, 99.81
1839563.48, 99.81
1839778.29, 99.81
1839993.11, 99.82
1840207.92, 99.82
1840422.73, 99.83
1840637.55, 99.83
1840852.36, 99.83
1841067.18, 99.84
1841281.99, 99.84
1841496.81, 99.84
1841711.62, 99.85
1841926.44, 99.85
1842141.25, 99.85
1842356.06, 99.86
1842570.88, 99.86
1842785.69, 99.86
1843000.51, 99.87
1843215.32, 99.87
1843430.14, 99.87
1843644.95, 99.88
1843859.76, 99.88
1844074.58, 99.89
1844289.39, 99.89
1844504.21, 99.89
1844719.02, 99.90
1844933.84, 99.90
1845148.65, 99.90
1845363.47, 99.91
1845578.28, 99.91
1845793.09, 99.91
1846007.91, 99.92
1846222.72, 99.92
1846437.54, 99.92
1846652.35, 99.93
1846867.17, 99.93
1847081.98, 99.93
1847296.79, 99.94
1847511.61, 99.94
1847726.42, 99.94
1847941.24, 99.95
1848156.05, 99.95
1848370.87, 99.96
1848585.68, 99.96
1848800.50, 99.96
1849015.31, 99.97
1849230.12, 99.97
1849444.94, 99.97
1849659.75, 99.98
1849874.57, 99.98
1850089.38, 99.98
1850304.20, 99.99
1850519.01, 99.99
1850733.83, 99.99
1850948.64, 100.00
1851163.45, 100.00
1851378.27, 100.00
1851593.08, 100.01
1851807.90, 100.01
1852022.71, 100.01
1852237.53, 100.02
1852452.34, 100.02
1852667.15, 100.03
1852881.97, 100.03
1853096.78, 100.03
1853311.60, 100.04
1853526.41, 100.04
1853741.23, 100.04
1853956.04, 100.05
1854170.86, 100.05
1854385.67, 100.05
1854600.48, 100.06
1854815.30, 100.06
1855030.11, 100.06
1855244.93, 100.07
1855459.74, 100.07
1855674.56, 100.07
1855889.37, 100.08
1856104.18, 100.08
1856319.00, 100.08
1856533.81, 100.09
1856748.63, 100.09
1856963.44, 100.10
1857178.26, 100.10
1857393.07, 100.10
1857607.89, 100.11
1857822.70, 100.11
1858037.51, 100.11
1858252.33, 100.12
1858467.14, 100.12
1858681.96, 100.12
1858896.77, 100.13
1859111.59, 100.13
1859326.40, 100.13
1859541.21, 100.14
1859756.03, 100.14
1859970.84, 100.14
1860185.66, 100.15
1860400.47, 100.15
1860615.29, 100.15
1860830.10, 100.16
1861044.92, 100.16
1861259.73, 100.17
1861474.54, 100.17
1861689.36, 100.17
1861904.17, 100.18
1862118.99, 100.18
1862333.80, 100.18
1862548.62, 100.19
1862763.43, 100.19
1862978.24, 100.19
1863193.06, 100.20
1863407.87, 100.20
1863622.69, 100.20
1863837.50, 100.21
1864052.32, 100.21
1864267.13, 100.21
1864481.95, 100.22
1864696.76, 100.22
1864911.57, 100.22
1865126.39, 100.23
1865341.20, 100.23
1865556.02, 100.23
1865770.83, 100.24
1865985.65, 100.24
1866200.46, 100.25
1866415.27, 100.25
1866630.09, 100.25
1866844.90, 100.26
1867059.72, 100.26
1867274.53, 100.26
1867489.35, 100.27
1867704.16, 100.27
1867918.98, 100.27
1868133.79, 100.28
1868348.60, 100.28
1868563.42, 100.28
1868778.23, 100.29
1868993.05, 100.29
1869207.86, 100.29
1869422.68, 100.30
1869637.49, 100.30
1869852.30, 100.30
1870067.12, 100.31
1870281.93, 100.31
1870496.75, 100.31
1870711.56, 100.32
1870926.38, 100.32
1871141.19, 100.33
1871356.01, 100.33
1871570.82, 100.33
1871785.63, 100.34
1872000.45, 100.34
1872215.26, 100.34
1872430.08, 100.35
1872644.89, 100.35
1872859.71, 100.35
1873074.52, 100.36
1873289.33, 100.36
1873504.15, 100.36
1873718.96, 100.37
1873933.78, 100.37
1874148.59, 100.37
1874363.41, 100.38
1874578.22, 100.38
1874793.04, 100.38
1875007.85, 100.39
1875222.66, 100.39
1875437.48, 100.39
1875652.29, 100.40
1875867.11, 100.40
1876081.92, 100.41
1876296.74, 100.41
1876511.55, 100.41
1876726.36, 100.42
1876941.18, 100.42
1877155.99, 100.42
1877370.81, 100.43
1877585.62, 100.43
1877800.44, 100.43
1878015.25, 100.44
1878230.07, 100.44
1878444.88, 100.44
1878659.69, 100.45
1878874.51, 100.45
1879089.32, 100.45
1879304.14, 100.46
1879518.95, 100.46
1879733.77, 100.46
1879948.58, 100.47
1880163.39, 100.47
1880378.21, 100.47
1880593.02, 100.48
1880807.84, 100.48
1881022.65, 100.48
1881237.47, 100.49
1881452.28, 100.49
1881667.10, 100.50
1881881.91, 100.50
1882096.72, 100.50
1882311.54, 100.51
1882526.35, 100.51
1882741.17, 100.51
1882955.98, 100.52
1883170.80, 100.52
1883385.61, 100.52
1883600.42, 100.53
1883815.24, 100.53
1884030.05, 100.53
1884244.87, 100.54
1884459.68, 100.54
1884674.50, 100.54
1884889.31, 100.55
1885104.13, 100.55
1885318.94, 100.55
1885533.75, 100.56
1885748.57, 100.56
1885963.38, 100.56
1886178.20, 100.57
1886393.01, 100.57
1886607.83, 100.57
1886822.64, 100.58
1887037.45, 100.58
1887252.27, 100.59
1887467.08, 100.59
1887681.90, 100.59
1887896.71, 100.60
1888111.53, 100.60
1888326.34, 100.60
1888541.16, 100.61
1888755.97, 100.61
1888970.78, 100.61
1889185.60, 100.62
1889400.41, 100.62
1889615.23, 100.62
1889830.04, 100.63
1890044.86, 100.63
1890259.67, 100.63
1890474.48, 100.64
1890689.30, 100.64
1890904.11, 100.64
1891118.93, 100.65
1891333.74, 100.65
1891548.56, 100.65
1891763.37, 100.66
1891978.19, 100.66
1892193.00, 100.66
1892407.81, 100.67
1892622.63, 100.67
1892837.44, 100.67
1893052.26, 100.68
1893267.07, 100.68
1893481.89, 100.69
1893696.70, 100.69
1893911.51, 100.69
1894126.33, 100.70
1894341.14, 100.70
1894555.96, 100.70
1894770.77, 100.71
1894985.59, 100.71
1895200.40, 100.71
1895415.22, 100.72
1895630.03, 100.72
1895844.84, 100.72
1896059.66, 100.73
1896274.47, 100.73
