t [yr], r [pc]
270559.26, 55.54
270774.08, 55.56
270988.89, 55.57
271203.71, 55.59
271418.52, 55.60
271633.34, 55.61
271848.15, 55.63
272062.96, 55.64
272277.78, 55.65
272492.59, 55.67
272707.41, 55.68
272922.22, 55.70
273137.04, 55.71
273351.85, 55.72
273566.66, 55.74
273781.48, 55.75
273996.29, 55.76
274211.11, 55.78
274425.92, 55.79
274640.74, 55.81
274855.55, 55.82
275070.37, 55.83
275285.18, 55.85
275499.99, 55.86
275714.81, 55.87
275929.62, 55.89
276144.44, 55.90
276359.25, 55.91
276574.07, 55.93
276788.88, 55.94
277003.69, 55.96
277218.51, 55.97
277433.32, 55.98
277648.14, 56.00
277862.95, 56.01
278077.77, 56.02
278292.58, 56.04
278507.40, 56.05
278722.21, 56.06
278937.02, 56.08
279151.84, 56.09
279366.65, 56.10
279581.47, 56.12
279796.28, 56.13
280011.10, 56.14
280225.91, 56.16
280440.72, 56.17
280655.54, 56.19
280870.35, 56.20
281085.17, 56.21
281299.98, 56.23
281514.80, 56.24
281729.61, 56.25
281944.43, 56.27
282159.24, 56.28
282374.05, 56.29
282588.87, 56.31
282803.68, 56.32
283018.50, 56.33
283233.31, 56.35
283448.13, 56.36
283662.94, 56.37
283877.75, 56.39
284092.57, 56.40
284307.38, 56.41
284522.20, 56.43
284737.01, 56.44
284951.83, 56.45
285166.64, 56.47
285381.46, 56.48
285596.27, 56.49
285811.08, 56.51
286025.90, 56.52
286240.71, 56.53
286455.53, 56.55
286670.34, 56.56
286885.16, 56.57
287099.97, 56.59
287314.78, 56.60
287529.60, 56.61
287744.41, 56.62
287959.23, 56.64
288174.04, 56.65
288388.86, 56.66
288603.67, 56.68
288818.49, 56.69
289033.30, 56.70
289248.11, 56.72
289462.93, 56.73
289677.74, 56.74
289892.56, 56.76
290107.37, 56.77
290322.19, 56.78
290537.00, 56.80
290751.81, 56.81
290966.63, 56.82
291181.44, 56.84
291396.26, 56.85
291611.07, 56.86
291825.89, 56.87
292040.70, 56.89
292255.52, 56.90
292470.33, 56.91
292685.14, 56.93
292899.96, 56.94
293114.77, 56.95
293329.59, 56.97
293544.40, 56.98
293759.22, 56.99
293974.03, 57.01
294188.84, 57.02
294403.66, 57.03
294618.47, 57.04
294833.29, 57.06
295048.10, 57.07
295262.92, 57.08
295477.73, 57.10
295692.55, 57.11
295907.36, 57.12
296122.17, 57.13
296336.99, 57.15
296551.80, 57.16
296766.62, 57.17
296981.43, 57.19
297196.25, 57.20
297411.06, 57.21
297625.87, 57.23
297840.69, 57.24
298055.50, 57.25
298270.32, 57.26
298485.13, 57.28
298699.95, 57.29
298914.76, 57.30
299129.58, 57.32
299344.39, 57.33
299559.20, 57.34
299774.02, 57.35
299988.83, 57.37
300203.65, 57.38
300418.46, 57.39
300633.28, 57.40
300848.09, 57.42
301062.90, 57.43
301277.72, 57.44
301492.53, 57.46
301707.35, 57.47
301922.16, 57.48
302136.98, 57.49
302351.79, 57.51
302566.61, 57.52
302781.42, 57.53
302996.23, 57.55
303211.05, 57.56
303425.86, 57.57
303640.68, 57.58
303855.49, 57.60
304070.31, 57.61
304285.12, 57.62
304499.94, 57.63
304714.75, 57.65
304929.56, 57.66
305144.38, 57.67
305359.19, 57.68
305574.01, 57.70
305788.82, 57.71
306003.64, 57.72
306218.45, 57.74
306433.26, 57.75
306648.08, 57.76
306862.89, 57.77
307077.71, 57.79
307292.52, 57.80
307507.34, 57.81
307722.15, 57.82
307936.97, 57.84
308151.78, 57.85
308366.59, 57.86
308581.41, 57.87
308796.22, 57.89
309011.04, 57.90
309225.85, 57.91
309440.67, 57.92
309655.48, 57.94
309870.29, 57.95
310085.11, 57.96
310299.92, 57.97
310514.74, 57.99
310729.55, 58.00
310944.37, 58.01
311159.18, 58.02
311374.00, 58.04
311588.81, 58.05
311803.62, 58.06
312018.44, 58.07
312233.25, 58.09
312448.07, 58.10
312662.88, 58.11
312877.70, 58.12
313092.51, 58.14
313307.32, 58.15
313522.14, 58.16
313736.95, 58.17
313951.77, 58.19
314166.58, 58.20
314381.40, 58.21
314596.21, 58.22
314811.03, 58.24
315025.84, 58.25
315240.65, 58.26
315455.47, 58.27
315670.28, 58.28
315885.10, 58.30
316099.91, 58.31
316314.73, 58.32
316529.54, 58.33
316744.35, 58.35
316959.17, 58.36
317173.98, 58.37
317388.80, 58.38
317603.61, 58.40
317818.43, 58.41
318033.24, 58.42
318248.06, 58.43
318462.87, 58.44
318677.68, 58.46
318892.50, 58.47
319107.31, 58.48
319322.13, 58.49
319536.94, 58.51
319751.76, 58.52
319966.57, 58.53
320181.38, 58.54
320396.20, 58.55
320611.01, 58.57
320825.83, 58.58
321040.64, 58.59
321255.46, 58.60
321470.27, 58.62
321685.09, 58.63
321899.90, 58.64
322114.71, 58.65
322329.53, 58.66
322544.34, 58.68
322759.16, 58.69
322973.97, 58.70
323188.79, 58.71
323403.60, 58.73
323618.41, 58.74
323833.23, 58.75
324048.04, 58.76
324262.86, 58.77
324477.67, 58.79
324692.49, 58.80
324907.30, 58.81
325122.12, 58.82
325336.93, 58.83
325551.74, 58.85
325766.56, 58.86
325981.37, 58.87
326196.19, 58.88
326411.00, 58.89
326625.82, 58.91
326840.63, 58.92
327055.44, 58.93
327270.26, 58.94
327485.07, 58.95
327699.89, 58.97
327914.70, 58.98
328129.52, 58.99
328344.33, 59.00
328559.15, 59.01
328773.96, 59.03
328988.77, 59.04
329203.59, 59.05
329418.40, 59.06
329633.22, 59.07
329848.03, 59.09
330062.85, 59.10
330277.66, 59.11
330492.47, 59.12
330707.29, 59.13
330922.10, 59.15
331136.92, 59.16
331351.73, 59.17
331566.55, 59.18
331781.36, 59.19
331996.18, 59.21
332210.99, 59.22
332425.80, 59.23
332640.62, 59.24
332855.43, 59.25
333070.25, 59.27
333285.06, 59.28
333499.88, 59.29
333714.69, 59.30
333929.50, 59.31
334144.32, 59.32
334359.13, 59.34
334573.95, 59.35
334788.76, 59.36
335003.58, 59.37
335218.39, 59.38
335433.21, 59.40
335648.02, 59.41
335862.83, 59.42
336077.65, 59.43
336292.46, 59.44
336507.28, 59.45
336722.09, 59.47
336936.91, 59.48
337151.72, 59.49
337366.53, 59.50
337581.35, 59.51
337796.16, 59.53
338010.98, 59.54
338225.79, 59.55
338440.61, 59.56
338655.42, 59.57
338870.24, 59.58
339085.05, 59.60
339299.86, 59.61
339514.68, 59.62
339729.49, 59.63
339944.31, 59.64
340159.12, 59.65
340373.94, 59.67
340588.75, 59.68
340803.56, 59.69
341018.38, 59.70
341233.19, 59.71
341448.01, 59.72
341662.82, 59.74
341877.64, 59.75
342092.45, 59.76
342307.27, 59.77
342522.08, 59.78
342736.89, 59.79
342951.71, 59.81
343166.52, 59.82
343381.34, 59.83
343596.15, 59.84
343810.97, 59.85
344025.78, 59.86
344240.59, 59.88
344455.41, 59.89
344670.22, 59.90
344885.04, 59.91
345099.85, 59.92
345314.67, 59.93
345529.48, 59.94
345744.30, 59.96
345959.11, 59.97
346173.92, 59.98
346388.74, 59.99
346603.55, 60.00
346818.37, 60.01
347033.18, 60.03
347248.00, 60.04
347462.81, 60.05
347677.62, 60.06
347892.44, 60.07
348107.25, 60.08
348322.07, 60.09
348536.88, 60.11
348751.70, 60.12
348966.51, 60.13
349181.33, 60.14
349396.14, 60.15
349610.95, 60.16
349825.77, 60.18
350040.58, 60.19
350255.40, 60.20
350470.21, 60.21
350685.03, 60.22
350899.84, 60.23
351114.65, 60.24
351329.47, 60.26
351544.28, 60.27
351759.10, 60.28
351973.91, 60.29
352188.73, 60.30
352403.54, 60.31
352618.36, 60.32
352833.17, 60.34
353047.98, 60.35
353262.80, 60.36
353477.61, 60.37
353692.43, 60.38
353907.24, 60.39
354122.06, 60.40
354336.87, 60.41
354551.68, 60.43
354766.50, 60.44
354981.31, 60.45
355196.13, 60.46
355410.94, 60.47
355625.76, 60.48
355840.57, 60.49
356055.39, 60.51
356270.20, 60.52
356485.01, 60.53
356699.83, 60.54
356914.64, 60.55
357129.46, 60.56
357344.27, 60.57
357559.09, 60.58
357773.90, 60.60
357988.72, 60.61
358203.53, 60.62
358418.34, 60.63
358633.16, 60.64
358847.97, 60.65
359062.79, 60.66
359277.60, 60.67
359492.42, 60.69
359707.23, 60.70
359922.04, 60.71
360136.86, 60.72
360351.67, 60.73
360566.49, 60.74
360781.30, 60.75
360996.12, 60.76
361210.93, 60.78
361425.75, 60.79
361640.56, 60.80
361855.37, 60.81
362070.19, 60.82
362285.00, 60.83
362499.82, 60.84
362714.63, 60.85
362929.45, 60.87
363144.26, 60.88
363359.07, 60.89
363573.89, 60.90
363788.70, 60.91
364003.52, 60.92
364218.33, 60.93
364433.15, 60.94
364647.96, 60.95
364862.78, 60.97
365077.59, 60.98
365292.40, 60.99
365507.22, 61.00
365722.03, 61.01
365936.85, 61.02
366151.66, 61.03
366366.48, 61.04
366581.29, 61.05
366796.10, 61.07
367010.92, 61.08
367225.73, 61.09
367440.55, 61.10
367655.36, 61.11
367870.18, 61.12
368084.99, 61.13
368299.81, 61.14
368514.62, 61.15
368729.43, 61.16
368944.25, 61.18
369159.06, 61.19
369373.88, 61.20
369588.69, 61.21
369803.51, 61.22
370018.32, 61.23
370233.13, 61.24
370447.95, 61.25
370662.76, 61.26
370877.58, 61.27
371092.39, 61.29
371307.21, 61.30
371522.02, 61.31
371736.84, 61.32
371951.65, 61.33
372166.46, 61.34
372381.28, 61.35
372596.09, 61.36
372810.91, 61.37
373025.72, 61.38
373240.54, 61.40
373455.35, 61.41
373670.16, 61.42
373884.98, 61.43
374099.79, 61.44
374314.61, 61.45
374529.42, 61.46
374744.24, 61.47
374959.05, 61.48
375173.87, 61.49
375388.68, 61.50
375603.49, 61.52
375818.31, 61.53
376033.12, 61.54
376247.94, 61.55
376462.75, 61.56
376677.57, 61.57
376892.38, 61.58
377107.19, 61.59
377322.01, 61.60
377536.82, 61.61
377751.64, 61.62
377966.45, 61.63
378181.27, 61.65
378396.08, 61.66
378610.90, 61.67
378825.71, 61.68
379040.52, 61.69
379255.34, 61.70
379470.15, 61.71
379684.97, 61.72
379899.78, 61.73
380114.60, 61.74
380329.41, 61.75
380544.22, 61.76
380759.04, 61.78
380973.85, 61.79
381188.67, 61.80
381403.48, 61.81
381618.30, 61.82
381833.11, 61.83
382047.93, 61.84
382262.74, 61.85
382477.55, 61.86
382692.37, 61.87
382907.18, 61.88
383122.00, 61.89
383336.81, 61.90
383551.63, 61.92
383766.44, 61.93
383981.25, 61.94
384196.07, 61.95
384410.88, 61.96
384625.70, 61.97
384840.51, 61.98
385055.33, 61.99
385270.14, 62.00
385484.96, 62.01
385699.77, 62.02
385914.58, 62.03
386129.40, 62.04
386344.21, 62.05
386559.03, 62.06
386773.84, 62.08
386988.66, 62.09
387203.47, 62.10
387418.28, 62.11
387633.10, 62.12
387847.91, 62.13
388062.73, 62.14
388277.54, 62.15
388492.36, 62.16
388707.17, 62.17
388921.99, 62.18
389136.80, 62.19
389351.61, 62.20
389566.43, 62.21
389781.24, 62.22
389996.06, 62.23
390210.87, 62.25
390425.69, 62.26
390640.50, 62.27
390855.31, 62.28
391070.13, 62.29
391284.94, 62.30
391499.76, 62.31
391714.57, 62.32
391929.39, 62.33
392144.20, 62.34
392359.02, 62.35
392573.83, 62.36
392788.64, 62.37
393003.46, 62.38
393218.27, 62.39
393433.09, 62.40
393647.90, 62.41
393862.72, 62.42
394077.53, 62.44
394292.34, 62.45
394507.16, 62.46
394721.97, 62.47
394936.79, 62.48
395151.60, 62.49
395366.42, 62.50
395581.23, 62.51
395796.05, 62.52
396010.86, 62.53
396225.67, 62.54
396440.49, 62.55
396655.30, 62.56
396870.12, 62.57
397084.93, 62.58
397299.75, 62.59
397514.56, 62.60
397729.37, 62.61
397944.19, 62.62
398159.00, 62.63
398373.82, 62.64
398588.63, 62.66
398803.45, 62.67
399018.26, 62.68
399233.08, 62.69
399447.89, 62.70
399662.70, 62.71
399877.52, 62.72
400092.33, 62.73
400307.15, 62.74
400521.96, 62.75
400736.78, 62.76
400951.59, 62.77
401166.40, 62.78
401381.22, 62.79
401596.03, 62.80
401810.85, 62.81
402025.66, 62.82
402240.48, 62.83
402455.29, 62.84
402670.11, 62.85
402884.92, 62.86
403099.73, 62.87
403314.55, 62.88
403529.36, 62.89
403744.18, 62.90
403958.99, 62.91
404173.81, 62.93
404388.62, 62.94
404603.43, 62.95
404818.25, 62.96
405033.06, 62.97
405247.88, 62.98
405462.69, 62.99
405677.51, 63.00
405892.32, 63.01
406107.14, 63.02
406321.95, 63.03
406536.76, 63.04
406751.58, 63.05
406966.39, 63.06
407181.21, 63.07
407396.02, 63.08
407610.84, 63.09
407825.65, 63.10
408040.47, 63.11
408255.28, 63.12
408470.09, 63.13
408684.91, 63.14
408899.72, 63.15
409114.54, 63.16
409329.35, 63.17
409544.17, 63.18
409758.98, 63.19
409973.79, 63.20
410188.61, 63.21
410403.42, 63.22
410618.24, 63.23
410833.05, 63.24
411047.87, 63.25
411262.68, 63.26
411477.50, 63.27
411692.31, 63.28
411907.12, 63.29
412121.94, 63.30
412336.75, 63.31
412551.57, 63.32
412766.38, 63.34
412981.20, 63.35
413196.01, 63.36
413410.82, 63.37
413625.64, 63.38
413840.45, 63.39
414055.27, 63.40
414270.08, 63.41
414484.90, 63.42
414699.71, 63.43
414914.53, 63.44
415129.34, 63.45
415344.15, 63.46
415558.97, 63.47
415773.78, 63.48
415988.60, 63.49
416203.41, 63.50
416418.23, 63.51
416633.04, 63.52
416847.85, 63.53
417062.67, 63.54
417277.48, 63.55
417492.30, 63.56
417707.11, 63.57
417921.93, 63.58
418136.74, 63.59
418351.56, 63.60
418566.37, 63.61
418781.18, 63.62
418996.00, 63.63
419210.81, 63.64
419425.63, 63.65
419640.44, 63.66
419855.26, 63.67
420070.07, 63.68
420284.88, 63.69
420499.70, 63.70
420714.51, 63.71
420929.33, 63.72
421144.14, 63.73
421358.96, 63.74
421573.77, 63.75
421788.59, 63.76
422003.40, 63.77
422218.21, 63.78
422433.03, 63.79
422647.84, 63.80
422862.66, 63.81
423077.47, 63.82
423292.29, 63.83
423507.10, 63.84
423721.91, 63.85
423936.73, 63.86
424151.54, 63.87
424366.36, 63.88
424581.17, 63.89
424795.99, 63.90
425010.80, 63.91
425225.62, 63.92
425440.43, 63.93
425655.24, 63.94
425870.06, 63.95
426084.87, 63.96
426299.69, 63.97
426514.50, 63.98
426729.32, 63.99
426944.13, 64.00
427158.94, 64.01
427373.76, 64.02
427588.57, 64.03
427803.39, 64.04
428018.20, 64.05
428233.02, 64.06
428447.83, 64.07
428662.65, 64.08
428877.46, 64.09
429092.27, 64.10
429307.09, 64.11
429521.90, 64.12
429736.72, 64.13
429951.53, 64.14
430166.35, 64.15
430381.16, 64.16
430595.97, 64.17
430810.79, 64.18
431025.60, 64.19
431240.42, 64.20
431455.23, 64.21
431670.05, 64.22
431884.86, 64.23
432099.68, 64.24
432314.49, 64.25
432529.30, 64.26
432744.12, 64.26
432958.93, 64.27
433173.75, 64.28
433388.56, 64.29
433603.38, 64.30
433818.19, 64.31
434033.00, 64.32
434247.82, 64.33
434462.63, 64.34
434677.45, 64.35
434892.26, 64.36
435107.08, 64.37
435321.89, 64.38
435536.71, 64.39
435751.52, 64.40
435966.33, 64.41
436181.15, 64.42
436395.96, 64.43
436610.78, 64.44
436825.59, 64.45
437040.41, 64.46
437255.22, 64.47
437470.03, 64.48
437684.85, 64.49
437899.66, 64.50
438114.48, 64.51
438329.29, 64.52
438544.11, 64.53
438758.92, 64.54
438973.74, 64.55
439188.55, 64.56
439403.36, 64.57
439618.18, 64.58
439832.99, 64.59
440047.81, 64.60
440262.62, 64.61
440477.44, 64.62
440692.25, 64.63
440907.06, 64.64
441121.88, 64.65
441336.69, 64.66
441551.51, 64.66
441766.32, 64.67
441981.14, 64.68
442195.95, 64.69
442410.77, 64.70
442625.58, 64.71
442840.39, 64.72
443055.21, 64.73
443270.02, 64.74
443484.84, 64.75
443699.65, 64.76
443914.47, 64.77
444129.28, 64.78
444344.09, 64.79
444558.91, 64.80
444773.72, 64.81
444988.54, 64.82
445203.35, 64.83
445418.17, 64.84
445632.98, 64.85
445847.80, 64.86
446062.61, 64.87
446277.42, 64.88
446492.24, 64.89
446707.05, 64.90
446921.87, 64.91
447136.68, 64.92
447351.50, 64.93
447566.31, 64.93
447781.12, 64.94
447995.94, 64.95
448210.75, 64.96
448425.57, 64.97
448640.38, 64.98
448855.20, 64.99
449070.01, 65.00
449284.83, 65.01
449499.64, 65.02
449714.45, 65.03
449929.27, 65.04
450144.08, 65.05
450358.90, 65.06
450573.71, 65.07
450788.53, 65.08
451003.34, 65.09
451218.15, 65.10
451432.97, 65.11
451647.78, 65.12
451862.60, 65.13
452077.41, 65.14
452292.23, 65.15
452507.04, 65.15
452721.86, 65.16
452936.67, 65.17
453151.48, 65.18
453366.30, 65.19
453581.11, 65.20
453795.93, 65.21
454010.74, 65.22
454225.56, 65.23
454440.37, 65.24
454655.18, 65.25
454870.00, 65.26
455084.81, 65.27
455299.63, 65.28
455514.44, 65.29
455729.26, 65.30
455944.07, 65.31
456158.89, 65.32
456373.70, 65.33
456588.51, 65.34
456803.33, 65.34
457018.14, 65.35
457232.96, 65.36
457447.77, 65.37
457662.59, 65.38
457877.40, 65.39
458092.21, 65.40
458307.03, 65.41
458521.84, 65.42
458736.66, 65.43
458951.47, 65.44
459166.29, 65.45
459381.10, 65.46
459595.92, 65.47
459810.73, 65.48
460025.54, 65.49
460240.36, 65.50
460455.17, 65.50
460669.99, 65.51
460884.80, 65.52
461099.62, 65.53
461314.43, 65.54
461529.25, 65.55
461744.06, 65.56
461958.87, 65.57
462173.69, 65.58
462388.50, 65.59
462603.32, 65.60
462818.13, 65.61
463032.95, 65.62
463247.76, 65.63
463462.57, 65.64
463677.39, 65.65
463892.20, 65.65
464107.02, 65.66
464321.83, 65.67
464536.65, 65.68
464751.46, 65.69
464966.28, 65.70
465181.09, 65.71
465395.90, 65.72
465610.72, 65.73
465825.53, 65.74
466040.35, 65.75
466255.16, 65.76
466469.98, 65.77
466684.79, 65.78
466899.60, 65.79
467114.42, 65.79
467329.23, 65.80
467544.05, 65.81
467758.86, 65.82
467973.68, 65.83
468188.49, 65.84
468403.31, 65.85
468618.12, 65.86
468832.93, 65.87
469047.75, 65.88
469262.56, 65.89
469477.38, 65.90
469692.19, 65.91
469907.01, 65.92
470121.82, 65.92
470336.63, 65.93
470551.45, 65.94
470766.26, 65.95
470981.08, 65.96
471195.89, 65.97
471410.71, 65.98
471625.52, 65.99
471840.34, 66.00
472055.15, 66.01
472269.96, 66.02
472484.78, 66.03
472699.59, 66.04
472914.41, 66.04
473129.22, 66.05
473344.04, 66.06
473558.85, 66.07
473773.66, 66.08
473988.48, 66.09
474203.29, 66.10
474418.11, 66.11
474632.92, 66.12
474847.74, 66.13
475062.55, 66.14
475277.37, 66.15
475492.18, 66.16
475706.99, 66.16
475921.81, 66.17
476136.62, 66.18
476351.44, 66.19
476566.25, 66.20
476781.07, 66.21
476995.88, 66.22
477210.69, 66.23
477425.51, 66.24
477640.32, 66.25
477855.14, 66.26
478069.95, 66.27
478284.77, 66.27
478499.58, 66.28
478714.40, 66.29
478929.21, 66.30
479144.02, 66.31
479358.84, 66.32
479573.65, 66.33
479788.47, 66.34
480003.28, 66.35
480218.10, 66.36
480432.91, 66.37
480647.72, 66.37
480862.54, 66.38
481077.35, 66.39
481292.17, 66.40
481506.98, 66.41
481721.80, 66.42
481936.61, 66.43
482151.43, 66.44
482366.24, 66.45
482581.05, 66.46
482795.87, 66.47
483010.68, 66.48
483225.50, 66.48
483440.31, 66.49
483655.13, 66.50
483869.94, 66.51
484084.75, 66.52
484299.57, 66.53
484514.38, 66.54
484729.20, 66.55
484944.01, 66.56
485158.83, 66.57
485373.64, 66.57
485588.46, 66.58
485803.27, 66.59
486018.08, 66.60
486232.90, 66.61
486447.71, 66.62
486662.53, 66.63
486877.34, 66.64
487092.16, 66.65
487306.97, 66.66
487521.78, 66.67
487736.60, 66.67
487951.41, 66.68
488166.23, 66.69
488381.04, 66.70
488595.86, 66.71
488810.67, 66.72
489025.49, 66.73
489240.30, 66.74
489455.11, 66.75
489669.93, 66.76
489884.74, 66.76
490099.56, 66.77
490314.37, 66.78
490529.19, 66.79
490744.00, 66.80
490958.81, 66.81
491173.63, 66.82
491388.44, 66.83
491603.26, 66.84
491818.07, 66.85
492032.89, 66.85
492247.70, 66.86
492462.52, 66.87
492677.33, 66.88
492892.14, 66.89
493106.96, 66.90
493321.77, 66.91
493536.59, 66.92
493751.40, 66.93
493966.22, 66.93
494181.03, 66.94
494395.84, 66.95
494610.66, 66.96
494825.47, 66.97
495040.29, 66.98
495255.10, 66.99
495469.92, 67.00
495684.73, 67.01
495899.55, 67.01
496114.36, 67.02
496329.17, 67.03
496543.99, 67.04
496758.80, 67.05
496973.62, 67.06
497188.43, 67.07
497403.25, 67.08
497618.06, 67.09
497832.87, 67.10
498047.69, 67.10
498262.50, 67.11
498477.32, 67.12
498692.13, 67.13
498906.95, 67.14
499121.76, 67.15
499336.58, 67.16
499551.39, 67.17
499766.20, 67.17
499981.02, 67.18
500195.83, 67.19
500410.65, 67.20
500625.46, 67.21
500840.28, 67.22
501055.09, 67.23
501269.90, 67.24
501484.72, 67.25
501699.53, 67.25
501914.35, 67.26
502129.16, 67.27
502343.98, 67.28
502558.79, 67.29
502773.61, 67.30
502988.42, 67.31
503203.23, 67.32
503418.05, 67.33
503632.86, 67.33
503847.68, 67.34
504062.49, 67.35
504277.31, 67.36
504492.12, 67.37
504706.93, 67.38
504921.75, 67.39
505136.56, 67.40
505351.38, 67.40
505566.19, 67.41
505781.01, 67.42
505995.82, 67.43
506210.64, 67.44
506425.45, 67.45
506640.26, 67.46
506855.08, 67.47
507069.89, 67.47
507284.71, 67.48
507499.52, 67.49
507714.34, 67.50
507929.15, 67.51
508143.96, 67.52
508358.78, 67.53
508573.59, 67.54
508788.41, 67.54
509003.22, 67.55
509218.04, 67.56
509432.85, 67.57
509647.67, 67.58
509862.48, 67.59
510077.29, 67.60
510292.11, 67.61
510506.92, 67.61
510721.74, 67.62
510936.55, 67.63
511151.37, 67.64
511366.18, 67.65
511581.00, 67.66
511795.81, 67.67
512010.62, 67.68
512225.44, 67.68
512440.25, 67.69
512655.07, 67.70
512869.88, 67.71
513084.70, 67.72
513299.51, 67.73
513514.32, 67.74
513729.14, 67.75
513943.95, 67.75
514158.77, 67.76
514373.58, 67.77
514588.40, 67.78
514803.21, 67.79
515018.03, 67.80
515232.84, 67.81
515447.65, 67.81
515662.47, 67.82
515877.28, 67.83
516092.10, 67.84
516306.91, 67.85
516521.73, 67.86
516736.54, 67.87
516951.35, 67.88
517166.17, 67.88
517380.98, 67.89
517595.80, 67.90
517810.61, 67.91
518025.43, 67.92
518240.24, 67.93
518455.06, 67.94
518669.87, 67.94
518884.68, 67.95
519099.50, 67.96
519314.31, 67.97
519529.13, 67.98
519743.94, 67.99
519958.76, 68.00
520173.57, 68.01
520388.38, 68.01
520603.20, 68.02
520818.01, 68.03
521032.83, 68.04
521247.64, 68.05
521462.46, 68.06
521677.27, 68.07
521892.09, 68.07
522106.90, 68.08
522321.71, 68.09
522536.53, 68.10
522751.34, 68.11
522966.16, 68.12
523180.97, 68.13
523395.79, 68.13
523610.60, 68.14
523825.41, 68.15
524040.23, 68.16
524255.04, 68.17
524469.86, 68.18
524684.67, 68.19
524899.49, 68.19
525114.30, 68.20
525329.12, 68.21
525543.93, 68.22
525758.74, 68.23
525973.56, 68.24
526188.37, 68.25
526403.19, 68.25
526618.00, 68.26
526832.82, 68.27
527047.63, 68.28
527262.44, 68.29
527477.26, 68.30
527692.07, 68.31
527906.89, 68.31
528121.70, 68.32
528336.52, 68.33
528551.33, 68.34
528766.15, 68.35
528980.96, 68.36
529195.77, 68.36
529410.59, 68.37
529625.40, 68.38
529840.22, 68.39
530055.03, 68.40
530269.85, 68.41
530484.66, 68.42
530699.47, 68.42
530914.29, 68.43
531129.10, 68.44
531343.92, 68.45
531558.73, 68.46
531773.55, 68.47
531988.36, 68.48
532203.18, 68.48
532417.99, 68.49
532632.80, 68.50
532847.62, 68.51
533062.43, 68.52
533277.25, 68.53
533492.06, 68.53
533706.88, 68.54
533921.69, 68.55
534136.50, 68.56
534351.32, 68.57
534566.13, 68.58
534780.95, 68.59
534995.76, 68.59
535210.58, 68.60
535425.39, 68.61
535640.21, 68.62
535855.02, 68.63
536069.83, 68.64
536284.65, 68.64
536499.46, 68.65
536714.28, 68.66
536929.09, 68.67
537143.91, 68.68
537358.72, 68.69
537573.53, 68.69
537788.35, 68.70
538003.16, 68.71
538217.98, 68.72
538432.79, 68.73
538647.61, 68.74
538862.42, 68.75
539077.24, 68.75
539292.05, 68.76
539506.86, 68.77
539721.68, 68.78
539936.49, 68.79
540151.31, 68.80
540366.12, 68.80
540580.94, 68.81
540795.75, 68.82
541010.56, 68.83
541225.38, 68.84
541440.19, 68.85
541655.01, 68.85
541869.82, 68.86
542084.64, 68.87
542299.45, 68.88
542514.27, 68.89
542729.08, 68.90
542943.89, 68.90
543158.71, 68.91
543373.52, 68.92
543588.34, 68.93
543803.15, 68.94
544017.97, 68.95
544232.78, 68.95
544447.59, 68.96
544662.41, 68.97
544877.22, 68.98
545092.04, 68.99
545306.85, 69.00
545521.67, 69.00
545736.48, 69.01
545951.30, 69.02
546166.11, 69.03
546380.92, 69.04
546595.74, 69.05
546810.55, 69.05
547025.37, 69.06
547240.18, 69.07
547455.00, 69.08
547669.81, 69.09
547884.62, 69.10
548099.44, 69.10
548314.25, 69.11
548529.07, 69.12
548743.88, 69.13
548958.70, 69.14
549173.51, 69.15
549388.33, 69.15
549603.14, 69.16
549817.95, 69.17
550032.77, 69.18
550247.58, 69.19
550462.40, 69.20
550677.21, 69.20
550892.03, 69.21
551106.84, 69.22
551321.65, 69.23
551536.47, 69.24
551751.28, 69.24
551966.10, 69.25
552180.91, 69.26
552395.73, 69.27
552610.54, 69.28
552825.36, 69.29
553040.17, 69.29
553254.98, 69.30
553469.80, 69.31
553684.61, 69.32
553899.43, 69.33
554114.24, 69.34
554329.06, 69.34
554543.87, 69.35
554758.68, 69.36
554973.50, 69.37
555188.31, 69.38
555403.13, 69.38
555617.94, 69.39
555832.76, 69.40
556047.57, 69.41
556262.39, 69.42
556477.20, 69.43
556692.01, 69.43
556906.83, 69.44
557121.64, 69.45
557336.46, 69.46
557551.27, 69.47
557766.09, 69.48
557980.90, 69.48
558195.71, 69.49
558410.53, 69.50
558625.34, 69.51
558840.16, 69.52
559054.97, 69.52
559269.79, 69.53
559484.60, 69.54
559699.42, 69.55
559914.23, 69.56
560129.04, 69.57
560343.86, 69.57
560558.67, 69.58
560773.49, 69.59
560988.30, 69.60
561203.12, 69.61
561417.93, 69.61
561632.74, 69.62
561847.56, 69.63
562062.37, 69.64
562277.19, 69.65
562492.00, 69.65
562706.82, 69.66
562921.63, 69.67
563136.45, 69.68
563351.26, 69.69
563566.07, 69.70
563780.89, 69.70
563995.70, 69.71
564210.52, 69.72
564425.33, 69.73
564640.15, 69.74
564854.96, 69.74
565069.78, 69.75
565284.59, 69.76
565499.40, 69.77
565714.22, 69.78
565929.03, 69.78
566143.85, 69.79
566358.66, 69.80
566573.48, 69.81
566788.29, 69.82
567003.10, 69.83
567217.92, 69.83
567432.73, 69.84
567647.55, 69.85
567862.36, 69.86
568077.18, 69.87
568291.99, 69.87
568506.81, 69.88
568721.62, 69.89
568936.43, 69.90
569151.25, 69.91
569366.06, 69.91
569580.88, 69.92
569795.69, 69.93
570010.51, 69.94
570225.32, 69.95
570440.13, 69.95
570654.95, 69.96
