---------------------------------------------------------------------------------------------------------------------------------------------
#, NAME, P0, P1, DIST, AGE, EDOT, EDOTD2
, (s), , (kpc), (Yr), (ergs/s), (ergs/kpc^2/s)
---------------------------------------------------------------------------------------------------------------------------------------------
151, J0519-6932, mfl+06, 0.263211634568, 3, mfl+06, 6.968E-16, 5, mfl+06, 49.700, 5.98e+06, 1.5e+33, 6.1e+29
152, J0520-2553, lml+98, 0.2416421756731, 7, hlk+04, 3.0092E-17, 9, hlk+04, 2.379, 1.27e+08, 8.4e+31, 1.5e+31
153, J0522-6847, mfl+06, 0.67453190906, 3, mfl+06, 1.7727E-14, 14, mfl+06, 49.700, 6.03e+05, 2.3e+33, 9.2e+29
154, B0523+11, mlt+78, 0.35443759451370, 13, hlk+04, 7.36052E-17, 6, hlk+04, 1.841, 7.63e+07, 6.5e+31, 1.9e+31
155, B0525+21, sr68, 3.74553925030, 3, ywml10, 4.00530E-14, 15, ywml10, 1.215, 1.48e+06, 3.0e+31, 2.0e+31

156, J0529-0715, clh+20, 0.689223601359, 9, clh+20, 5.755E-16, 9, clh+20, 7.001, 1.9e+07, 6.9e+31, 1.4e+30
157, B0529-66, mhah83, 0.975736826742, 20, lbs+20, 1.54735E-14, 4, lbs+20, 49.700, 9.99e+05, 6.6e+32, 2.7e+29
158, J0532-6639, mfl+06, 0.64274275093, 3, mfl+06, 5.354E-15, 13, mfl+06, 49.700, 1.9e+06, 8.0e+32, 3.2e+29
159, J0533+0402, snt97, 0.963017825057, 19, lbs+20, 1.6002E-16, 8, lbs+20, 2.172, 9.53e+07, 7.1e+30, 1.5e+30
160, J0533+6759, san16, 0.0043881599698794, 4, saa+23, 1.2618E-20, 6, saa+23, 2.392, 5.51e+09, 5.9e+33, 1.0e+33

161, J0533-4524, ovm+20, 0.157284525096, 2, ovm+20, 2.8024E-16, 2, ovm+20, 1.239, 8.89e+06, 2.8e+33, 1.9e+33
162, B0531+21, sr68, 0.0333924123, 12, ljg+15, 4.20972E-13, 3, ljg+15, 2.000, 1.26e+03, 4.5e+38, 1.1e+38
163, J0534-6703, mfl+06, 1.81756503106, 17, mfl+06, 4.2505E-13, 6, mfl+06, 49.700, 6.78e+04, 2.8e+33, 1.1e+30
164, J0535-6935, ckm+01, 0.20051133, 2, mfl+06, 1.15E-14, 3, mfl+06, 49.700, 2.76e+05, 5.6e+34, 2.3e+31
165, B0538-75, mlt+78, 1.245856132914, 8, jbv+19, 5.777E-16, 13, jbv+19, 0.143, 3.42e+07, 1.2e+31, 5.8e+32

166, J0537-6910, mgz+98, 0.0161222220245, 4, mgm+04, 5.1784338E-14, 11, mgm+04, 49.700, 4.93e+03, 4.9e+38, 2.0e+35
167, J0538+2817, fcwa95, 0.14315825891177, 11, klh+03, 3.6694515E-15, 13, klh+03, 1.300, 6.18e+05, 4.9e+34, 2.9e+34
168, J0540+3207, cfl+06, 0.5242708632083, 5, nab+13, 4.4811E-16, 2, nab+13, 1.421, 1.85e+07, 1.2e+32, 6.1e+31
169, J0540+4542, crafts23, 0.401141464893, 4, wyw+23, 1.170E-17, 9, wyw+23, 1.512, 5.43e+08, 7.2e+30, 3.1e+30
170, B0540-69, shh84, 0.0505697030222, 18, fak15, 4.789091E-13, 3, fak15, 49.700, 1.67e+03, 1.5e+38, 5.9e+34

